티커,종가,시가총액,거래량,거래대금,상장주식수
005930,49100,293116323205000,22628058,1111936132700,5969782550
000660,85000,61880201025000,3555538,303325533115,728002365
005935,42050,34602385735000,2145679,90324296994,822886700
207940,478500,31659952500000,125253,59877943500,66165000
035420,167500,27514118662500,682921,114115514000,164263395
068270,210500,27016963299500,1348849,285288821000,128346619
051910,324500,22907215303500,470177,150927797500,70592343
005380,97100,20747180957700,3787201,361742271200,213668187
051900,1255000,19600837235000,37474,45906304000,15618197
006400,253000,17397426090000,600048,151422817500,68764530
012330,178000,16919735532000,607783,107282853500,95054694
028260,88900,16863444822700,539747,47920245700,189690043
017670,193500,15624295078500,379481,73571679500,80745711
036570,655000,14379884410000,163906,107457704942,21954022
005490,164500,14342234357500,650779,106441284500,87186835
035720,158000,13726171790000,726920,115400828500,86874505
055550,28100,13556353053300,1761149,49533627498,482432493
105560,32500,13513757400000,1758854,56977065200,415807920
015760,19150,12293612074550,2397609,45865640250,641964077
000270,30150,12221704912050,3167177,94299905350,405363347
018260,156500,12109625700000,193007,30375860000,77377800
034730,171000,12031610787000,182069,30940352500,70360297
091990,80600,11602111354600,4534609,371995412400,143946791
003550,61700,10646774982700,431383,26243744600,172557131
033780,76500,10502876020500,643453,49161343000,137292497
090430,171500,10025631035000,366516,62721123168,58458490
096770,98000,9061625272000,1180802,114075671700,92465564
066570,54200,8869711518800,926771,49849431600,163647814
032830,44200,8840000000000,1023627,45007376250,200000000
000810,175500,8314283893500,161809,28411539143,47374837
251270,96500,8278665906000,366550,35403053200,85789284
010950,69900,7869537160800,1242109,85970904900,112582792
009150,104000,7768144384000,677842,70443522116,74693696
010130,390500,7368735000000,58937,23169601000,18870000
086790,23950,7190797384900,2001547,47833661350,300242062
011170,175000,5998198325000,238068,41206699500,34275419
009540,83600,5916632497600,453140,37148945100,70773116
030200,21650,5653070643200,1076826,23394428200,261111808
316140,7640,5518125098120,2442384,18655130330,722267683
032640,12050,5261166900050,1617904,19533552500,436611361
035250,23300,4984813650000,3190691,72570406850,213940500
180640,83700,4952567334600,6732369,579391201700,59170458
002790,59900,4939244982000,296511,17757407800,82458180
018880,9200,4910960000000,1516819,13889763679,533800000
021240,64200,4737935539800,323307,20822552600,73799619
271560,115000,4546655180000,236313,27341354000,39536132
024110,7510,4334448912290,2155700,16179048500,577156979
028300,99600,4306281895200,579531,57804766900,43235762
034220,11300,4043317410000,2328312,26154146100,357815700
086280,105500,3956250000000,209037,21522284300,37500000
088980,11050,3856939912800,463634,5095336250,349044336
267250,232000,3778495144000,53382,12163480500,16286617
078930,39450,3665511662100,322406,12651183650,92915378
097950,238500,3590423361000,103520,24776636628,15054186
006800,5120,3370580008960,3373538,17148449550,658316408
000720,30200,3362944103000,1081463,31922023300,111355765
029780,28750,3330943116250,172558,5006084400,115858891
000100,49000,3275983690000,1819258,88746247050,66856810
139480,114000,3177843366000,176911,20120885500,27875819
012750,82600,3138732102800,87322,7126574200,37999178
000120,136500,3113884956000,89270,12112004500,22812344
128940,261000,3091030569000,58177,15181882000,11843029
011070,125000,2958388375000,343195,42921161500,23667107
008770,75300,2955383511300,658059,49236896000,39248121
003670,47100,2872545162000,350832,16687298700,60988220
004990,26300,2759112933100,268691,7068604500,104909237
010140,4350,2740500000000,6599072,28440097855,630000000
161390,21650,2681895243850,783138,16850552300,123875069
000210,75100,2613480000000,326349,24364714300,34800000
071050,46800,2607976425600,328840,15273908950,55725992
263750,198000,2588147100000,52956,10478530100,13071450
282330,149000,2575301994000,39796,5940174720,17283906
016360,28400,2536120000000,550592,15551971300,89300000
005830,35800,2534640000000,339199,12071850300,70800000
096530,96000,2518465920000,4190743,394216349600,26234020
023530,89000,2517699195000,249057,22315810900,28288755
004020,18600,2482091601000,1214050,22354221750,133445785
005940,8750,2462327761250,1424476,12389414040,281408887
032500,61500,2448984304500,2117210,129415396400,39820883
012510,81700,2424259590000,80709,6611862200,29672700
007070,31250,2406250000000,228334,7115602400,77000000
004170,237000,2333307897000,114853,27115346500,9845181
003410,4630,2332869924850,1322382,6033761365,503859595
