티커,종가,시가총액,거래량,거래대금,상장주식수
005930,56800,339083648840000,23501171,1330939275000,5969782550
000660,97400,70907430351000,7014748,683275806400,728002365
005935,46700,38428808890000,3625223,169553721225,822886700
035420,183000,30160851285000,820867,149007274500,164813395
207940,408500,27028402500000,151966,62034113000,66165000
005380,112000,23930836944000,1044825,117813434500,213668187
012330,245000,23350140030000,317886,78563454354,95306694
068270,173000,22202448569000,891120,154333625500,128337853
051910,302000,21318887586000,225471,68382357000,70592343
051900,1345000,21006474965000,43472,57964614000,15618197
028260,105000,19917454515000,409091,42862850500,189690043
055550,42000,19916382654000,1122496,47018339800,474199587
005490,228000,19878598380000,340244,77526407000,87186835
105560,46150,19189535508000,1197780,55227329900,415807920
017670,232500,18773377807500,278235,64476909535,80745711
034730,244500,17203092616500,175476,43167966054,70360297
015760,26450,16979949836650,2311195,61382963200,641964077
000270,41300,16741506231100,997335,41212480260,405363347
006400,229000,15747077370000,262681,60102826500,68764530
018260,188500,14585715300000,91742,17311686000,77377800
032830,71600,14320000000000,191999,13727375100,200000000
035720,159500,13751089297000,851619,135601348500,86213726
036570,604000,13260229288000,109267,65344869000,21954022
096770,137000,12667782268000,703267,97111667000,92465564
033780,91800,12603451224600,442766,40562781300,137292497
090430,214000,12510116860000,418040,89947987000,58458490
003550,71300,12303323440300,218433,15534998800,172557131
066570,67500,11046227445000,937438,64136743100,163647814
000810,232500,11014649602500,100556,23263023500,47374837
086790,34950,10493460066900,1250712,43404263350,300242062
010950,88100,9918543975200,444611,39449442300,112582792
009150,125000,9336712000000,1060974,132517408000,74693696
009540,124000,8775866384000,311505,38663640000,70773116
010130,435000,8208450000000,59568,25709625000,18870000
316140,10650,7692150823950,2640130,28196880600,722267683
251270,87300,7485500437200,218616,19072793100,85744564
091990,49500,7124438376000,1097478,54797138900,143928048
011170,203000,6957910057000,232742,47139886500,34275419
002790,84200,6942978756000,112383,9477299100,82458180
030200,26150,6828073779200,1083062,28365732850,261111808
021240,91500,6752665138500,139083,12674690600,73799619
024110,11150,6435300315850,2053986,22791839700,577156979
035250,28500,6097304250000,330905,9366383900,213940500
032640,13450,5872422805450,2084062,28013932950,436611361
018880,10700,5711660000000,939725,10001770150,533800000
034220,15650,5599815705000,2625706,41656983900,357815700
267250,321500,5236147365500,35346,11289085500,16286617
086280,133500,5006250000000,108109,14442094500,37500000
006800,7270,4785960286160,2255821,16369285580,658316408
078930,48800,4534270446400,193500,9442660050,92915378
029780,38000,4402637858000,126159,4765461300,115858891
010140,6930,4365900000000,3877402,27041652230,630000000
028300,102100,4363643527800,1882901,196122100400,42738918
271560,106500,4210598058000,65268,6930711000,39536132
000720,37650,4192544552250,1269380,48144583550,111355765
088980,11500,4014009864000,754982,8670037300,349044336
071050,69100,3850666047200,198963,13651265100,55725992
008770,97300,3818842173300,731806,71892495600,39248121
161390,30600,3790577111400,475610,14491447100,123875069
004020,28200,3763171137000,956084,27122382500,133445785
004990,35450,3719032451650,136450,4870550200,104909237
028050,18850,3694600000000,1398833,26217011850,196000000
023530,128000,3620960640000,75220,9709086000,28288755
097950,229500,3454935687000,36835,8440257500,15054186
012750,90800,3450325362400,70144,6329498300,37999178
005830,48550,3437340000000,211203,10214321400,70800000
128940,286000,3321084624000,52199,14910812500,11612184
005940,11800,3320624866600,1429579,16943117150,281408887
035760,151300,3317881000200,75841,11504831500,21929154
016360,37150,3317495000000,287810,10679423550,89300000
241560,32900,3298197561400,171951,5647551900,100249166
139480,118000,3289346642000,280257,33142983000,27875819
000120,143500,3273571364000,46281,6639134500,22812344
011070,137500,3254227212500,239490,32928112000,23667107
036460,35100,3240186300000,415248,14709069950,92313000
047810,32450,3163067222150,686442,22514652900,97475107
081660,51400,3141314598000,506742,26012872100,61115070
004170,306500,3017547976500,73747,22541514500,9845181
007070,39150,3014550000000,126725,4961717750,77000000
009830,18450,2979292900500,1216990,22570354000,161479290
003670,48050,2930483971000,420156,20429200250,60988220
282330,169500,2929622067000,32076,5382525000,17283906
000100,226000,2887627990000,37014,8373855000,12777115
000210,82600,2874480000000,172508,14245856900,34800000
005387,77200,2816676817200,63871,4933029300,36485451
042660,26000,2787349552000,168319,4384665650,107205752
001040,90900,2652189118200,76884,6944633400,29176998
003410,5130,2584799722350,1603812,8292096390,503859595
003490,26300,2494413874200,676198,17787052350,94844634
030000,21450,2467634276250,402988,8685051050,115041225
002380,233500,2464945785500,0,0,10556513
138930,7330,2389105353180,824700,5942471090,325935246
263750,183000,2383209000000,68947,12541834500,13023000
012510,80200,2379750540000,59558,4784680000,29672700
180640,39700,2349067182600,1620253,64753353650,59170458
008930,35600,2304845816000,210042,7532857050,64742860
028670,4250,2271919129750,2046417,8701318930,534569207
011780,73700,2245468826700,142062,10615487100,30467691
079440,27350,2242700000000,116138,3174214000,82000000
253450,79800,2242090326000,200223,16038848700,28096370
001450,25050,2239470000000,268551,6676126800,89400000
047050,18050,2226921439450,326523,5944416450,123375149
006360,27650,2214704280600,913844,25555673700,80097804
008560,3450,2129721918450,4254520,14740065985,617310701
032500,52800,2102542622400,1223780,65534694300,39820883
069960,87300,2043033099300,105155,9197718200,23402441
000080,27700,1942701024700,505321,14028398050,70133611
011790,51300,1925522671500,296180,15263634500,37534555
007310,525000,1892749425000,4994,2631598000,3605237
084990,87800,1880244726400,548949,48690290100,21415088
020150,40750,1879016526250,378881,15516181900,46110835
088350,2145,1862996850000,2469586,5322019205,868530000
036490,174900,1844788007700,101007,17425390000,10547673
000060,16150,1835932000000,272689,4378535350,113680000
086900,315200,1832916368000,53306,16977593500,5815090
009420,34550,1804914042900,441602,15392024650,52240638
034230,19700,1791570638400,1287264,25537357950,90942672
009240,75100,1767397992800,182117,13434281300,23533928
012450,34100,1758196000000,1092390,38406433400,51560000
047040,4205,1747693192790,2788299,11772244245,415622638
031430,243500,1738590000000,77365,19014348000,7140000
240810,35100,1722844925100,676789,24017303600,49083901
039490,77700,1717149798000,50473,3908942900,22099740
007700,111500,1717100000000,93471,10393442500,15400000
005385,69400,1690353939000,26358,1836757700,24356685
000880,22500,1686571537500,445810,10108254450,74958735
017800,62000,1686358708000,407894,25670428900,27199334
051600,37400,1683000000000,167652,6239879250,45000000
010620,41850,1671578935650,238641,10092163400,39942149
051905,787000,1652461539000,2667,2083460000,2099697
145020,380300,1642806629500,12660,4857097300,4319765
026960,16050,1600185000000,124750,1999727800,99700000
010120,53100,1593000000000,68899,3623840500,30000000
004800,74000,1559255850000,112731,8361377500,21071025
138040,10950,1535456238300,133201,1465160050,140224314
056190,42650,1531508614000,171815,7424762350,35908760
036830,87500,1522348712500,525126,45783763100,17398271
204320,32350,1519062832000,180383,5847074950,46957120
069620,129500,1500461462500,31347,4095798500,11586575
140410,171900,1496553148800,362745,63179691200,8705952
111770,32450,1437907136600,124914,4056515150,44311468
006280,122500,1431600905000,58470,7194293500,11686538
006260,43900,1413580000000,231085,10088213050,32200000
010060,58600,1397573140600,210974,12484290000,23849371
098460,101000,1385513051000,40804,4136479300,13717951
095700,58000,1378155226000,273276,16046039100,23761297
004370,224000,1362511808000,16180,3631460500,6082642
001740,5430,1347658923210,1020305,5579138670,248187647
082270,34950,1344981653850,2406048,86905864200,38483023
214320,66900,1338000000000,43878,2938423700,20000000
013890,93000,1321227657000,88524,8237526800,14206749
078340,100800,1296935136000,65550,6629113400,12866420
181710,65700,1285422142500,54496,3586813800,19565025
000990,28950,1285339122600,1467847,42595506800,44398588
039030,103500,1275073425000,91280,9476533800,12319550
000240,13700,1274376370100,55688,755932350,93020173
051915,165500,1272496400000,16278,2688654500,7688800
068760,37150,1266410250750,245153,9244322700,34089105
114090,19700,1218556699000,313150,6187990350,61855670
011210,44750,1216979964250,143688,6435768600,27195083
064350,14300,1215500000000,792494,11489140800,85000000
120110,44950,1212698858000,202518,9232055900,26978840
215600,16850,1197228306250,43905092,795701226100,71052125
272210,10850,1195999720650,8360503,91649286500,110230389
011200,3765,1191819014175,1745074,6661173245,316552195
000670,644000,1186273760000,1336,859098000,1842040
014680,104500,1180347877500,50937,5338757500,11295195
067630,24850,1169377707050,3026725,76616943350,47057453
073240,4050,1163404162350,587727,2349914100,287260287
139130,6840,1156957497720,887435,6060804090,169145833
020560,5070,1121662940580,2252117,11466632215,221235294
003240,1007000,1121193800000,1527,1552016000,1113400
034020,5310,1073399906250,1736784,9262687810,202146875
000150,64800,1070744508000,78427,5084988800,16523835
003520,5850,1069922476350,1814415,10764931000,182892731
005440,10950,1069864077900,210252,2307653750,97704482
161890,46600,1066262988000,307728,14439525300,22881180
005300,132500,1059133450000,13021,1727804000,7993460
003690,8750,1053229765000,470541,4102184760,120369116
001800,16750,1049310818500,72130,1213507350,62645422
042670,5040,1049132846160,1776678,9028873540,208161279
241590,17000,1029123390000,299142,5172060650,60536670
247540,50000,1027798300000,181522,9207026200,20555966
004000,39600,1021680000000,175093,7013610400,25800000
330590,5910,1016336104440,1134397,6685138760,171968884
175330,5130,1010522246220,612473,3176493380,196982894
294870,22950,1008382149000,468828,10868815100,43938220
084850,43850,1001010825650,551595,24178149250,22828069
090435,93700,989268671000,23766,2245221000,10557830
298380,21800,987613030000,2375124,51626111900,45303350
032350,14150,980250617300,317161,4445948150,69275662
058470,64300,980084391000,41214,2643184700,15242370
178920,33000,969088626000,295384,9867233900,29366322
005250,20550,966429715500,69893,1450086200,47028210
280360,148000,949674116000,1093,161591500,6416717
046890,16000,932886400000,1700411,26976126700,58305400
307950,44350,931350000000,72261,3267276850,21000000
010780,30100,929867440600,95928,2895203700,30892606
185750,89600,929177984000,28849,2599039300,10370290
057050,76700,920400000000,36935,2828077300,12000000
028150,139400,914812500000,21254,2973647200,6562500
170900,108000,911937744000,42410,4558152000,8443868
192080,49350,901155773700,82190,4060207650,18260502
284740,40150,900858799500,79022,3185507450,22437330
009410,11550,882420000000,178801,2063074250,76400000
030190,14150,859114703000,337461,4792266700,60714820
041960,13400,856586625000,703506,9599772300,63924375
049770,219500,847077718000,3581,779122000,3859124
196170,60700,843532725000,828122,50931176900,13896750
023590,18700,839005737900,130984,2450448200,44866617
003000,13200,838614044400,737446,9628533200,63531367
002350,8560,836037027120,106925,918605390,97667877
041510,35100,822989735100,189018,6662494250,23447001
214370,76500,821839500000,0,0,10743000
018250,30700,810785004500,750405,23180365650,26409935
096530,30900,810631218000,467623,14576608250,26234020
192820,80200,805970621800,152637,12237874200,10049509
035900,22650,803961568800,647681,14633589350,35494992
005290,15600,802066106400,1448615,22844330450,51414494
214150,12450,801336531000,435000,5451605300,64364380
005850,16450,792943906650,99246,1647575700,48203277
025980,9330,789737887320,4103190,39514311200,84645004
069260,19300,788956748400,167270,3256547100,40878588
034310,20700,784163610000,33559,689390200,37882300
006040,210000,772304610000,2317,483171000,3677641
086450,86800,771825600000,25831,2274717200,8892000
008060,9890,771488953080,499185,4971529040,78006972
200130,25700,759269440600,44821,1158203600,29543558
018670,82900,757853644900,9158,759990200,9141781
020000,30550,752446500000,98802,3037552800,24630000
022100,4925,748771040325,372175,1862434640,152034729
218410,31300,743134052600,862179,27497970950,23742302
001680,21400,741467735000,136773,2935002000,34648025
016380,7410,741065926770,30792,231987110,100008897
285130,63100,740882087600,312351,19806341900,11741396
192400,103500,736137229500,9755,1002467500,7112437
115390,13550,734228430000,143769,1943392800,54186600
053800,73300,734015571500,622823,45924565100,10013855
003230,97400,733715661000,53714,5264729600,7533015
085660,13800,724231783200,382420,5318353850,52480564
064760,61500,718012500000,80042,4925400900,11675000
000250,32400,716228341200,273651,8959421050,22105813
003380,7650,715919114700,173697,1340911010,93584198
079550,32400,712800000000,605312,20345586500,22000000
093370,7690,712146438110,1353154,10547091270,92606819
336370,23250,711211873500,697300,16185081100,30589758
052690,18600,710892000000,133711,2493170050,38220000
005610,81700,704990035300,15189,1247053500,8629009
091700,12900,698617689000,1369940,17843732350,54156410
006060,12600,697032000000,678573,8483437350,55320000
115450,27800,695307023200,615921,17488904050,25011044
014820,27100,694261648100,36311,997297800,25618511
003090,11800,686075364000,147850,1731860850,58141980
085620,3850,681512327650,84126,325235025,177016189
079160,32050,678220081650,157565,5079934750,21161313
071840,28600,675180563200,103709,3007034300,23607712
003850,15150,669630000000,534034,8135820300,44200000
006650,103000,669500000000,63318,6570053500,6500000
267980,85000,666709230000,26466,2264111300,7843638
033660,11450,658900440500,38502,444624850,57545890
105630,16400,656000000000,234665,3897634750,40000000
078130,5350,654483401100,8187598,44902009890,122333346
108320,40200,653824860000,169123,6975298300,16264300
039200,22300,651166935300,283114,6366446100,29200311
112610,37650,650807169750,55207,2090621050,17285715
089590,24600,648376246800,199265,4919784000,26356758
090460,19750,645439243000,968329,19347748200,32680468
097520,36100,644871700200,694100,25517845550,17863482
103140,22650,634749896700,100688,2285587550,28024278
298020,145000,627513890000,8913,1298099500,4327682
067160,53700,617268987900,454941,24875314500,11494767
213420,25600,614656307200,329789,8504303800,24010012
009970,44450,606102064400,9103,405003050,13635592
000640,98700,605849913900,30779,2980452600,6138297
000400,1945,603604142400,302447,588219985,310336320
012630,10050,600404296050,673145,6796724680,59741721
278280,59900,599000000000,102407,6200858600,10000000
082640,3705,597833557425,143683,528935225,161358585
064960,40800,596623948800,42909,1766088500,14623136
039840,38400,596106316800,88799,3439957700,15523602
286940,38650,595068193150,37972,1479138150,15396331
036540,4180,594781705320,6433943,27349549810,142292274
039130,50200,583132487000,93493,4712861700,11616185
036420,40000,576275920000,249364,10044513150,14406898
003540,11300,573739420000,118298,1342228700,50773400
001060,27950,567888714900,95298,2671171200,20318022
145720,50700,561189681000,62017,3154970600,11068830
033640,24300,560338608600,1718988,42740957950,23059202
122870,30550,555936954950,457119,13816712750,18197609
048260,38800,554285819600,138763,5399345800,14285717
033180,6910,549640167560,6865221,48997605730,79542716
267270,27800,547682045400,188660,5270666450,19700793
003470,2740,546894618240,363344,1006360660,199596576
00680K,3895,545300000000,468845,1820233010,140000000
009450,42750,544614052500,113330,4840077300,12739510
083790,13100,542317192900,559425,7376704800,41398259
001820,52000,540540000000,321522,16875706500,10395000
210980,28450,540270165800,6890,196537350,18990164
005180,54700,538862882700,30003,1670643500,9851241
058820,3870,537512984280,5565585,22032559110,138892244
183490,68100,535215742200,124724,8553024500,7859262
000070,61700,528415520700,18039,1127263900,8564271
001120,13600,527136000000,452242,6231729950,38760000
178320,29100,526729380600,897358,26334858750,18100666
078160,33350,520855030700,160531,5408806400,15617842
001230,5430,518199761910,524098,2874607750,95432737
069080,14650,517304450600,166209,2476482750,35310884
071320,44650,516990919600,7235,322814750,11578744
005880,21150,516620559600,113385,2430317350,24426504
141080,47850,513044781150,89546,4340036000,10721939
