티커,종가,시가총액,거래량,거래대금,상장주식수
005930,60000,358186953000000,17756232,1066156791500,5969782550
000660,87100,63409005991500,2802900,242746343700,728002365
035420,292500,48047043037500,624097,183437635000,164263395
207940,704000,46580160000000,67044,47501031000,66165000
051910,637000,44967322491000,531454,339074770581,70592343
005935,53200,43777572440000,2462706,130427416150,822886700
005380,176000,37605600912000,1587551,280077134000,213668187
068270,255000,34423403190000,627073,161251004500,134993738
035720,362000,31945710478000,422566,153174040000,88247819
006400,429000,29499983370000,273763,117902683500,68764530
051900,1569000,24504951093000,26730,41290371000,15618197
012330,234500,22290325743000,602103,141065400000,95054694
000270,48900,19822267668300,1242544,60846643850,405363347
028260,102500,19155925802500,272073,28065348500,186887081
017670,234500,18934869229500,654059,152796507500,80745711
005490,205000,17873301175000,309713,63438193500,87186835
036570,750000,16465516500000,72571,54370150625,21954022
105560,39050,16237299276000,1506358,58643815550,415807920
066570,91400,14957410199600,678538,62147854500,163647814
034730,200000,14072059400000,115817,23253194000,70360297
015760,21300,13673834840100,2696518,57168865350,641964077
055550,28050,13390981221750,1332326,37291547550,477396835
091990,87900,13339670773800,784027,69418585700,151759622
096770,141000,13037644524000,237408,33442154500,92465564
018260,167500,12960781500000,114400,19323985000,77377800
003550,73400,12665693415400,317628,23329336735,172557131
326030,152000,11903614000000,402884,60099854000,78313250
032830,59300,11860000000000,318052,18939324700,200000000
251270,137000,11758390379000,1995819,280956355500,85827667
033780,81900,11244255504300,318593,26139976700,137292497
009150,139000,10382423744000,438841,61270702000,74693696
090430,163000,9528733870000,127508,20896591000,58458490
086790,29300,8797092416600,1035606,30343298800,300242062
352820,258000,8732317536000,6557212,1956198783000,33846192
000810,180000,8527470660000,73613,13305276000,47374837
011170,222000,7609143018000,252978,56145395500,34275419
096530,287400,7539657348000,961593,276206544700,26234020
009830,46400,7417712660800,5716240,266582406950,159864497
010130,375500,7085685000000,31099,11693840500,18870000
086280,179500,6731250000000,942734,166224720000,37500000
019170,125000,6623123750000,1648363,200594580500,52984990
018880,12250,6539050000000,734204,9079978850,533800000
010950,56600,6372186027200,218786,12292396600,112582792
316140,8470,6117607275010,1294093,10977541160,722267683
024110,8080,5968408028800,1058721,8535062240,738664360
030200,22850,5966404812800,824682,18872974700,261111808
097950,391000,5886186726000,30506,11942101000,15054186
021240,79500,5867069710500,107911,8590147400,73799619
034220,16150,5778723555000,2361441,38094600650,357815700
009540,79800,5647694656800,194401,15569902400,70773116
006800,8540,5511002124320,1268759,10876301290,645316408
271560,128000,5060624896000,127066,16424988590,39536132
032640,11550,5042861219550,1358428,15688150900,436611361
003670,79200,4830267024000,360142,28587757900,60988220
196170,170000,4774093000000,287712,49202579100,28082900
028300,90100,4744192074000,843666,76810741900,52654740
035250,22000,4706691000000,546704,12112274950,213940500
180640,74900,4431867379100,140583,10666736800,59170459
139480,157000,4376503583000,546561,86565761500,27875819
011780,143500,4372113658500,214495,30469995000,30467691
000100,62800,4198607668000,330654,20989956500,66856810
161390,33850,4193171085650,314037,10518100950,123875069
285130,356000,4179936976000,437522,154330148500,11741396
000120,181500,4140440436000,138315,25143565500,22812344
002790,48300,3982730094000,63493,3066091800,82458180
004020,29700,3963339814500,4561744,133076560150,133445785
068760,108700,3892547217400,207501,22861615600,35810002
088980,10950,3822035479200,606402,6632167350,349044336
011070,159500,3774903566500,127547,20391702000,23667107
071050,67300,3750359261600,652285,44193204500,55725992
008930,56000,3696624344000,138090,7782033300,66011149
003490,20700,3606141059100,1736304,35868805650,174209713
267250,217000,3428299889000,26591,5790968500,15798617
293490,46300,3411310336700,1556423,72489831050,73678409
029780,29050,3365700783550,88293,2542362650,115858891
000720,30150,3357376314750,525260,15799283350,111355765
095700,136100,3301842209300,829903,113680131700,24260413
010140,5180,3263400000000,1760663,9139558200,630000000
012750,85400,3245129801200,57532,4918523540,37999178
005387,87700,3199774052700,87992,7716156700,36485451
128940,267500,3168010257500,40406,10875402000,11843029
012510,106000,3163776276000,76526,8162495500,29846946
078930,34050,3163768620900,488796,16350288050,92915378
005830,44400,3143520000000,169070,7544367350,70800000
004990,28900,3031876949300,196982,5703838800,104909237
035760,137200,3008679928800,237389,32894954900,21929154
034020,11800,2987065983000,5690459,68126958850,253141185
011790,78700,2953969478500,289241,22914948300,37534555
032500,73900,2942763253700,659597,49390702000,39820883
008770,74900,2939684262900,342764,25733972900,39248121
016360,32450,2897785000000,472629,15112059200,89300000
003410,5650,2846806711750,916904,5161630200,503859595
000210,81700,2843160000000,511303,40411892400,34800000
241560,27500,2756852065000,254691,7053047000,100249166
026960,27450,2736765000000,136430,3736242350,99700000
263750,209200,2736304620000,37278,7787463700,13079850
247540,130000,2734571580000,202168,25869119800,21035166
000080,38800,2721184106800,311058,11911679200,70133611
336260,49000,2719192574000,4364787,207909773250,55493726
007070,34400,2648800000000,371783,12756326300,77000000
005940,9320,2622730826840,572771,5321023060,281408887
030000,22650,2605683746250,518975,11757737950,115041225
006280,221500,2588568167000,98256,21847232500,11686538
036460,27000,2492451000000,1029107,27317271100,92313000
051915,322000,2475793600000,84349,27036558000,7688800
042660,22800,2444291145600,268835,6138474400,107205752
023530,86200,2438490681000,129494,11180824100,28288755
009240,103000,2423994584000,288989,30065932500,23533928
081660,39750,2414900824500,320813,12730913000,60752222
235980,117100,2381209998200,208610,24322047100,20334842
011200,7270,2375300368210,3157727,22753759380,326726323
001040,80000,2334159840000,63956,5130650700,29176998
036490,220800,2328926198400,30087,6677255200,10547673
253450,82300,2314852100000,245463,20227603200,28127000
145020,179200,2270488192000,165503,29402756300,12670135
008560,3250,2196875612750,1736109,5613212270,675961727
047810,22400,2183442396800,339960,7638970200,97475107
039490,96100,2125611106200,92885,8943884595,22118742
004170,211500,2082255781500,64653,13686257000,9845181
282330,120000,2074068720000,31290,3773671500,17283906
007310,564000,2070997284000,2299,1292636000,3671981
005385,84900,2067882556500,81261,6888038100,24356685
006360,25500,2042494002000,361506,9137867350,80097804
001450,22650,2024910000000,275513,6232628460,89400000
028050,10300,2018800000000,925801,9576927550,196000000
028670,3750,2004634526250,2562198,9581103565,534569207
000880,26050,1952675046750,322727,8434335150,74958735
020150,42250,1948182778750,297213,12534516450,46110835
357780,241300,1876967975800,83889,19963651400,7778566
112610,108500,1875500077500,457431,50138559000,17285715
185750,171000,1861452135000,66215,11336148000,10885685
006260,57200,1841840000000,235005,13507040100,32200000
004370,301000,1830875242000,17581,5285432000,6082642
200130,61400,1813974461200,417646,25836538800,29543558
042670,8540,1806226422420,3718995,31992690520,211501923
058470,118000,1798599660000,57676,6790683100,15242370
204320,37000,1737413440000,798870,29060988400,46957120
003000,26700,1731174012600,877499,23615064300,64837978
138930,5290,1724197451340,1563087,8172768530,325935246
064350,15750,1718991114750,1018059,15959798100,109142293
010120,57100,1713000000000,155017,8801002500,30000000
047050,13800,1702577056200,198173,2737911250,123375149
014680,150000,1694279250000,65228,9736683500,11295195
009420,32150,1679536511700,344204,10772434250,52240638
004800,77400,1630897335000,66241,5114374100,21071025
268600,199500,1627342846500,103705,20689981200,8157107
017800,40300,1620025462900,164232,6610236800,40199143
060250,69600,1598808952800,103752,7201048400,22971393
000990,35850,1591689379800,509767,18347930100,44398588
003090,27350,1590183153000,401419,10835633650,58141980
278280,158700,1587000000000,164104,25547292300,10000000
240810,31450,1543688686450,423583,13337302800,49083901
000060,13550,1540364000000,136509,1844470700,113680000
000240,16450,1530181845850,571973,9271638300,93020173
051905,722000,1515981234000,3006,2170909000,2099697
307950,70800,1486800000000,418711,29056869500,21000000
140410,170400,1483494220800,72138,12229681000,8705952
010060,61900,1476276064900,248522,15343977700,23849371
078340,114000,1466771880000,65220,7529182400,12866420
007700,95200,1466080000000,56216,5408372400,15400000
181710,74300,1453681357500,50967,3781463100,19565025
005290,27900,1434464382600,684013,18980365600,51414494
003520,7770,1421076519870,2784857,21621750700,182892731
002380,156500,1390732711500,49262,7691241500,8886471
141080,58700,1390239412200,601024,35934774900,23683806
069960,59100,1383084263100,135272,7965441200,23402441
039200,47300,1381174710300,359384,17027046250,29200311
004000,53400,1377720000000,162952,8704265400,25800000
007570,72100,1376076374400,452861,32966162600,19085664
237690,73300,1367484800000,301325,22321826300,18656000
056190,37350,1341192186000,360639,13635750700,35908760
011000,29850,1333922113800,2683981,80998876900,44687508
294870,20150,1328032699500,412743,8308719950,65907330
088350,1525,1324508250000,2360001,3588969875,868530000
192080,71000,1304589642000,80112,5707338600,18374502
012450,25750,1303722500000,184764,4783395950,50630000
298380,27550,1274083498750,968105,27029876700,46246225
000250,55900,1272733491900,470534,26178102200,22768041
111770,28550,1265092411400,70216,2006197700,44311468
084850,54900,1255053088800,184661,10277513700,22860712
051600,27600,1242000000000,116789,3206743350,45000000
006650,191000,1241500000000,54240,10502109500,6500000
086900,207200,1238527432800,60299,12371625900,5977449
138040,9200,1232903904800,43515,399032850,134011294
010780,39600,1223347197600,48760,1934108400,30892606
006120,64200,1222230291000,116121,7498254400,19037855
098460,89000,1222054639000,31356,2765595300,13730951
272210,11050,1218045798450,520664,5768966300,110230389
030190,20000,1214296400000,169986,3425977450,60714820
214320,60700,1214000000000,162257,9660667300,20000000
035900,34050,1208689602600,2475911,83713111950,35497492
039030,97400,1199924170000,80009,7774174800,12319550
069080,33950,1198804511800,703042,23997475900,35310884
047040,2880,1196993197440,1226141,3535267570,415622638
034230,13150,1195896136800,540514,7121451500,90942672
192820,118000,1185842062000,88562,10458271000,10049509
069620,101500,1176037362500,65499,6694292500,11586575
013890,81000,1166946669000,40716,3307258100,14406749
011210,42800,1163949552400,205518,8807070400,27195083
