티커,종가,시가총액,거래량,거래대금,상장주식수
005930,49250,294011790587500,27407543,1347414680188,5969782550
000660,81300,59186592274500,5090721,412144588000,728002365
207940,579000,38309535000000,997287,569564873000,66165000
005935,42650,35096117755000,2119935,90080740550,822886700
035420,178500,29321016007500,759150,135236245000,164263395
068270,212000,27209483228000,1791508,381662137000,128346619
051910,354000,24989689422000,710608,248748086000,70592343
051900,1299000,20288037903000,97720,124487029725,15618197
005380,93500,19977975484500,3634142,340858862400,213668187
006400,283000,19460361990000,1098619,307329494000,68764530
028260,93900,17811895037700,571828,53814746328,189690043
017670,209500,16916226454500,507880,104322350000,80745711
012330,176500,16777153491000,387624,67832721516,95054694
035720,175500,15260984212500,1232126,213996790500,86957175
005490,171000,14908948785000,560075,95899850500,87186835
036570,642000,14094482124000,124368,79083670000,21954022
015760,21500,13802227655500,6495995,139917305900,641964077
055550,27700,13363380056100,2552022,70590453800,482432493
105560,31700,13181111064000,2357333,74378273150,415807920
034730,183000,12875934351000,331631,60538928500,70360297
018260,165500,12806025900000,301031,49681330000,77377800
000270,28850,11694732560950,2441841,69714120300,405363347
091990,81100,11674084750100,4058507,328732422100,143946791
003550,62300,10750309261300,322799,19627298100,172557131
033780,78000,10708814766000,630670,48699006000,137292497
090430,172000,10054860280000,489241,84435988500,58458490
032830,47550,9510000000000,837498,39650572650,200000000
096770,98500,9107858054000,975923,95983963100,92465564
000810,186500,8835407100500,138565,25792155500,47374837
066570,52600,8607875016400,1029388,54065376800,163647814
009150,110000,8216306560000,1244919,135908410000,74693696
251270,92500,7935762682500,414994,38336250700,85792029
010950,68300,7689404693600,1211891,81459343100,112582792
010130,396000,7472520000000,49721,19620625000,18870000
086790,23750,7130748972500,2865591,68469968092,300242062
011170,203500,6975047766500,263619,53040670500,34275419
030200,22800,5953349222400,1464879,33464669850,261111808
316140,7940,5734805403020,2860195,22708041920,722267683
009540,77000,5449529932000,758374,58547658700,70773116
032640,12350,5392150308350,2257924,27796152700,436611361
035250,24650,5273633325000,1174253,28167140050,213940500
018880,9180,4900284000000,1176014,10790391530,533800000
002790,58700,4840295166000,255765,14982056900,82458180
180640,81500,4822392327000,6713434,560895317700,59170458
271560,112500,4447814850000,191325,21517085000,39536132
021240,59500,4391077330500,319172,18836997186,73799619
024110,7480,4317134202920,3416231,25611947400,577156979
028300,98500,4258722557000,1141816,113026910200,43235762
034220,11100,3971754270000,2738827,30583693250,357815700
088980,11200,3909296563200,1241866,13805949550,349044336
000720,34500,3841773892500,3336766,115207303050,111355765
086280,100500,3768750000000,166110,16717881900,37500000
267250,224500,3656345516500,78261,17611668500,16286617
078930,37850,3516847057300,282678,10650017500,92915378
097950,233500,3515152431000,57790,13416923500,15054186
