티커,종가,시가총액,거래량,거래대금,상장주식수
005930,45050,268938703877500,17998914,812165597086,5969782550
000660,71800,52270569807000,4972189,363934670100,728002365
005935,37200,30611385240000,998838,37131561250,822886700
005380,126500,27029025655500,541428,68676537000,213668187
207940,402000,26598330000000,121467,48927846736,66165000
068270,211000,26471244063000,836659,177459934000,125456133
051910,374500,26436832453500,169205,63592817100,70592343
005490,269000,23453258615000,248313,66900714760,87186835
028260,118000,22383425074000,262312,30974788500,189690043
017670,272500,22003206247500,151843,41251882000,80745711
035420,132000,21755368140000,283360,37141042500,164813395
012330,217500,21172290202500,460844,100605100500,97343863
015760,32800,21056421725600,1027710,33626584150,641964077
055550,42350,20082352509450,989383,41910038600,474199587
105560,45800,19149508394600,1176898,54176297710,418111537
051900,1201000,18757454597000,26709,31896118000,15618197
032830,93100,18620000000000,256923,23870611000,200000000
034730,263000,18504758111000,113877,29943648990,70360297
018260,220500,17061804900000,99390,21843717000,77377800
096770,181000,16736267084000,264395,48073816000,92465564
006400,232000,15953370960000,730017,167365291000,68764530
000270,34850,14126912642950,1277309,44685173250,405363347
033780,99600,13674332701200,344101,34347554700,137292497
003550,77100,13304154800100,202032,15530036200,172557131
000810,271500,12862268245500,63638,17262802000,47374837
086790,38100,11439222562200,692422,26493668450,300242062
010950,99000,11145696408000,244559,24202261000,112582792
066570,67700,11078957007800,809802,55327887700,163647814
090430,180000,10522528200000,201988,36234529000,58458490
011170,304500,10436865085500,181363,55057247500,34275419
091990,72800,10230332767200,992116,72768416800,140526549
036570,463500,10168736697000,103224,48064232000,21939022
009540,142500,10085169030000,376549,53739534500,70773116
000030,14800,10004800000000,0,0,676000000
251270,111500,9507172826000,172596,19135351000,85266124
035720,102000,8505552846000,275296,28223648500,83387773
010130,425000,8019750000000,29269,12445722000,18870000
009150,106000,7917531776000,1720123,185775643000,74693696
024110,13850,7755706587750,660455,9145191650,559978815
030200,29300,7650575974400,480158,14095153950,261111808
032640,16850,7356901432850,1197067,20100538950,436611361
034220,20150,7209986355000,1549538,31186963500,357815700
035250,33050,7070733525000,263618,8664019300,213940500
000720,62100,6915193006500,594196,37128244600,111355765
004020,50300,6712322985500,577215,29111870400,133445785
018880,12450,6645810000000,947229,11802373400,533800000
267250,379500,6180771151500,104090,39826062500,16286617
021240,82800,6110608453200,151181,12457726600,73799619
023530,195000,5516307225000,78224,15295867500,28288755
004990,51700,5423807552900,112147,5777128500,104909237
002790,65700,5417502426000,151063,9847621000,82458180
139480,191000,5324281429000,71708,13679928000,27875819
010140,8390,5285700000000,11925826,100335836970,630000000
086280,138000,5175000000000,105919,14730402500,37500000
161390,41650,5159396623850,143672,5969987600,123875069
128940,432500,5022269580000,29321,12680361000,11612184
097950,333000,5013043938000,41393,13798636500,15054186
215600,71300,5004199412500,1053259,75843953500,70185125
036460,53000,4892589000000,126826,6708954200,92313000
006800,7400,4871541419200,1538438,11455053990,658316408
078930,52400,4868765807200,128831,6744773200,92915378
005830,68200,4828560000000,91859,6245337200,70800000
008930,73900,4784497354000,34659,2568897400,64742860
035760,214400,4701016729600,75454,16109043800,21926384
271560,113000,4467582916000,80900,9143076000,39536132
084990,262700,4191709502000,100515,26326871700,15956260
012750,103500,3932914923000,41118,4284891000,37999178
029780,33650,3898651682150,119971,4056377250,115858891
042660,35950,3854046784400,941710,34175681300,107205752
005940,13650,3841231307550,634079,8680230600,281408887
000120,166500,3798255276000,57970,9598354000,22812344
088350,4290,3725993700000,953083,4106215215,868530000
006360,46500,3693764560500,312990,14589714000,79435797
000210,103500,3601800000000,81232,8383269500,34800000
009830,22000,3588428668000,1106582,24277880950,163110394
003670,60200,3556014000000,448216,27202209900,59070000
001040,121000,3530416758000,58566,7018218000,29176998
071050,63200,3521882694400,148343,9440841700,55725992
088980,9850,3438086709600,677216,6672852750,349044336
028050,17200,3371200000000,1323217,22857731100,196000000
002380,319000,3367527647000,24921,7901781000,10556513
001450,37350,3339090000000,166563,6205432400,89400000
003490,35150,3333788885100,363344,12751079000,94844634
241560,33200,3328272311200,153199,5078097500,100249166
047810,33750,3289784861250,604657,20494348050,97475107
003410,6510,3280125963450,1033457,6698494520,503859595
282330,186500,3223448469000,18770,3506331000,17283906
017800,115000,3123200590000,328948,37764801000,27158266
005387,83000,3028292433000,82872,6850837700,36485451
000100,236000,3015399140000,66068,15651311500,12777115
008770,76600,3006406068600,1824331,141172635150,39248121
016360,33450,2987085000000,334042,11211934250,89300000
086900,523800,2962893033000,29705,15596474700,5656535
028300,74400,2914359004800,607736,45187768700,39171492
081660,47400,2896854318000,403480,18918661856,61115070
007070,36650,2822050000000,105240,3846184400,77000000
007310,770000,2776032490000,2895,2235373000,3605237
011780,89900,2739045420900,77327,6947411900,30467691
004170,274500,2702502184500,129048,35209878633,9845181
008560,4425,2679961743600,1380563,6107648700,605641072
030000,22750,2617187868750,152507,3451348750,115041225
010620,65200,2604228114800,254013,16654744600,39942149
263750,198200,2565302600000,36910,7329301800,12943000
000880,34100,2556092863500,219833,7497266700,74958735
253450,90400,2535854696000,108380,9801970300,28051490
000060,22050,2506644000000,188151,4126718250,113680000
028670,4650,2485746812550,982339,4604841105,534569207
047040,5910,2456329790580,1064147,6344323790,415622638
079440,29700,2435400000000,124966,3705938361,82000000
010060,101500,2420711156500,239929,24394981800,23849371
047050,19600,2418152920400,305262,5988015700,123375149
950160,39400,2404091470000,186309,7364659000,61017550
138930,7160,2333696361360,780310,5599028580,325935246
064350,27450,2333250000000,840192,23204533450,85000000
069960,95700,2239613603700,98175,9316330800,23402441
011070,92800,2196307529600,398958,36991702800,23667107
025980,26400,2173272156000,5520134,149251490650,82320915
069620,185000,2143516375000,42918,7978179500,11586575
000150,117000,2133857934000,39661,4628551000,18238102
068760,61900,2108679457600,186236,11660786100,34065904
039490,89300,1973506782000,80089,7112289100,22099740
294870,44750,1966235345000,122708,5495791100,43938220
026960,19450,1939165000000,79363,1540874100,99700000
020150,41750,1925127361250,615134,25744758950,46110835
006260,57300,1845060000000,116192,6624149000,32200000
005385,75700,1843801054500,46827,3527735400,24356685
042670,8720,1815138431440,1306904,11379458400,208158077
009420,32700,1708268862600,393120,12816333300,52240638
004370,277500,1687933155000,24900,6903224500,6082642
009240,71300,1677969066400,153786,10979281600,23533928
180640,28300,1674523961400,433271,12314288300,59170458
138040,11900,1668669336600,68899,826485650,140224314
036490,157400,1660203730200,39947,6265616800,10547673
