티커,종가,시가총액,거래량,거래대금,상장주식수
005930,47300,282370714615000,51218151,2453541661000,5969782550
000660,80400,58531390146000,7107436,569068819100,728002365
005935,39650,32627457655000,4684902,187725502650,822886700
207940,417500,27623887500000,423614,177132333000,66165000
035420,151000,24803772645000,979243,146962918750,164263395
051910,306500,21636553129500,819960,249632530000,70592343
068270,168000,21562231992000,1400196,232322889000,128346619
005380,80100,17114821778700,2492208,199815883500,213668187
051900,1091000,17039452927000,97311,106329502000,15618197
006400,246000,16916074380000,990457,245164921000,68764530
028260,88200,16730661792600,577410,50695259000,189690043
017670,187500,15139820812500,426215,79638597500,80745711
012330,152500,14495840835000,433323,67079609000,95054694
005490,155500,13557552842500,547216,85839935000,87186835
035720,147500,12794121975000,1221046,178276361000,86739810
036570,577000,12667470694000,271203,157087324000,21954022
105560,29850,12411866412000,2376047,71488742700,415807920
055550,25200,12157298823600,3565928,89967845150,482432493
015760,18050,11587451589850,5782189,105135371200,641964077
018260,143000,11065025400000,200410,28929494500,77377800
033780,77500,10640168517500,569943,44353585900,137292497
000270,25350,10275960846450,2682844,68572538200,405363347
034730,138000,9709720986000,306127,42549327500,70360297
091990,65900,9486093526900,3440509,223193822900,143946791
003550,54600,9421619352600,430706,23930584400,172557131
090430,155000,9061065950000,412149,62578054500,58458490
066570,49450,8092384402300,1004008,50267111550,163647814
251270,94300,8086425293200,423552,39157257700,85752124
032830,39250,7850000000000,900643,36044672250,200000000
009150,103000,7693450688000,2058052,210169389800,74693696
096770,77900,7203067435600,1006085,77888300400,92465564
000810,149500,7082538131500,229767,34593228500,47374837
010130,353500,6670545000000,51935,18370110000,18870000
010950,57800,6507285377600,577464,32550719500,112582792
086790,21200,6365131714400,3142301,67649540250,300242062
009540,78600,5562766917600,616264,46524539000,70773116
316140,7310,5279776762730,3269796,23805829840,722267683
030200,20150,5261402931200,1153018,23188824150,261111808
011170,148500,5089899721500,253166,37325828500,34275419
018880,9510,5076438000000,1302893,12251768370,533800000
032640,11050,4824555539050,1764657,19403518550,436611361
021240,61200,4516536682800,430695,26410084500,73799619
