티커,종목명,시가,종가,변동폭,등락률,거래량,거래대금
095570,AJ네트웍스,5020,5020,0,0.0,59787,300380920
006840,AK홀딩스,18850,19500,650,3.45,26258,509794350
027410,BGF,5020,5150,130,2.59,70125,358276140
282330,BGF리테일,137500,138500,1000,0.73,28617,3961997500
138930,BNK금융지주,8800,8800,0,0.0,1209277,10633800000
001460,BYC,494000,493500,-500,-0.1,627,309045500
001465,BYC우,195000,194000,-1000,-0.51,170,32413000
001040,CJ,80300,82500,2200,2.74,49638,4062772200
079160,CJCGV,24050,24550,500,2.08,130983,3176118100
00104K,CJ4우전환,70000,71600,1600,2.29,8577,607215200
000120,CJ대한통운,126000,127500,1500,1.19,27916,3549291000
011150,CJ씨푸드,3810,3855,45,1.18,121394,466916020
011155,CJ씨푸드1우,36400,36700,300,0.82,22,807700
001045,CJ우,49100,49500,400,0.81,4486,221958550
097950,CJ제일제당,383500,383000,-500,-0.13,39579,15164219500
097955,CJ제일제당우,172500,172500,0,0.0,3595,621148000
000590,CS홀딩스,64900,65100,200,0.31,2130,138695700
012030,DB,945,961,16,1.69,345173,331679281
016610,DB금융투자,6650,6730,80,1.2,122529,819585910
005830,DB손해보험,63900,64700,800,1.25,199241,12865733000
000990,DB하이텍,78000,82100,4100,5.26,2695316,222162817900
000995,DB하이텍1우,99900,100000,100,0.1,715,72488500
139130,DGB금융지주,9680,9700,20,0.21,516410,4977717980
001530,DI동일,254500,269000,14500,5.7,8060,2123169500
000210,DL,65800,66900,1100,1.67,84094,5578727600
001880,DL건설,31800,31400,-400,-1.26,84162,2615544650
000215,DL우,38000,37400,-600,-1.58,3551,133311150
375500,DL이앤씨,130000,130000,0,0.0,268578,34455470500
37550K,DL이앤씨우,70000,70600,600,0.86,3664,257134100
004840,DRB동일,5220,5230,10,0.19,7642,39893720
155660,DSR,5550,5810,260,4.68,83526,475706820
069730,DSR제강,4735,4910,175,3.7,68913,335482630
017940,E1,47650,47850,200,0.42,4660,222592500
365550,ESR켄달스퀘어리츠,6220,6240,20,0.32,132606,825171400
383220,FF,881000,887000,6000,0.68,18053,15959751000
007700,FF홀딩스,31600,31600,0,0.0,47557,1505388850
114090,GKL,13050,13250,200,1.53,142070,1879371650
078930,GS,39700,40550,850,2.14,314027,12649684900
006360,GS건설,43850,43850,0,0.0,747879,32355169550
001250,GS글로벌,2330,2380,50,2.15,321943,765207755
007070,GS리테일,29150,29600,450,1.54,204091,6018797350
078935,GS우,34200,34200,0,0.0,4423,151251850
012630,HDC,10550,9190,-1360,-12.89,3514677,32928517350
039570,HDC랩스,11500,10650,-850,-7.39,333424,3529844850
089470,HDC현대EP,5720,5740,20,0.35,138032,783195790
294870,HDC현대산업개발,25750,20850,-4900,-19.03,11344769,246206254250
011200,HMM,25750,26350,600,2.33,1286258,33761930400
082740,HSD엔진,9680,10050,370,3.82,2516999,25176027430
003560,IHQ,1345,1355,10,0.74,490469,662779430
175330,JB금융지주,8710,8760,50,0.57,473765,4109477890
234080,JW생명과학,13800,13750,-50,-0.36,23457,323638050
001060,JW중외제약,22350,22400,50,0.22,33757,756301650
001067,JW중외제약2우B,60300,60400,100,0.17,15,907400
001065,JW중외제약우,33950,33850,-100,-0.29,229,7717100
096760,JW홀딩스,3600,3640,40,1.11,24681,89753735
105560,KB금융,60000,61900,1900,3.17,2905914,177919508600
002380,KCC,370000,375500,5500,1.49,72126,27184628500
344820,KCC글라스,63500,64500,1000,1.57,83735,5387447700
009070,KCTC,5970,6100,130,2.18,85029,517151750
009440,KC그린홀딩스,4420,4560,140,3.17,37531,169263020
119650,KC코트렐,6190,6270,80,1.29,33631,210778810
092220,KEC,3750,3750,0,0.0,9824419,37563809395
016380,KG동부제철,11500,11650,150,1.3,192644,2227946300
016385,KG동부제철우,95200,95900,700,0.74,22,2097700
001390,KG케미칼,30300,30550,250,0.83,45798,1395664050
033180,KH필룩스,2480,2530,50,2.02,366423,920774090
001940,KISCO홀딩스,15150,15300,150,0.99,12515,189416350
025000,KPX케미칼,53300,53700,400,0.75,131793,7076860400
092230,KPX홀딩스,63400,63000,-400,-0.63,1432,90555600
000040,KR모터스,862,869,7,0.81,165875,143344962
044450,KSS해운,11550,11700,150,1.3,43845,507803300
030200,KT,30650,30950,300,0.98,802203,24837102350
033780,KTG,79200,79200,0,0.0,303978,24006140600
030210,KTB투자증권,5190,5220,30,0.58,217572,1134743450
058850,KTcs,2495,2520,25,1.0,76293,191963780
058860,KTis,2485,2510,25,1.01,50811,126577045
093050,LF,16700,16900,200,1.2,36929,623330700
003550,LG,79500,82500,3000,3.77,404563,33005865800
034220,LG디스플레이,24350,24350,0,0.0,3096281,75310537400
051900,LG생활건강,948000,949000,1000,0.11,125705,119950838626
051905,LG생활건강우,548000,555000,7000,1.28,4192,2308717000
003555,LG우,62400,65100,2700,4.33,11433,733091200
032640,LG유플러스,13550,13600,50,0.37,975293,13248092450
011070,LG이노텍,326500,344500,18000,5.51,679621,231589779000
066570,LG전자,130500,137000,6500,4.98,1757579,238784222000
066575,LG전자우,63800,65700,1900,2.98,80996,5311184400
037560,LG헬로비전,5100,5210,110,2.16,99932,518641150
051910,LG화학,734000,773000,39000,5.31,646296,492143522000
051915,LG화학우,322500,341500,19000,5.89,49062,16493762000
079550,LIG넥스원,66500,68000,1500,2.26,193652,13192957800
006260,LS,54000,55100,1100,2.04,98663,5425917000
010120,LSELECTRIC,54100,54800,700,1.29,78704,4299518100
000680,LS네트웍스,2950,2980,30,1.02,28090,83158980
229640,LS전선아시아,7750,7770,20,0.26,61983,480675460
001120,LX인터내셔널,26000,26200,200,0.77,166967,4391726900
108670,LX하우시스,65100,65700,600,0.92,36662,2407692700
108675,LX하우시스우,29850,30000,150,0.5,1686,50585200
