티커,종목명,시가,종가,변동폭,등락률,거래량,거래대금
095570,AJ네트웍스,5700,5630,-70,-1.23,55105,309055140
006840,AK홀딩스,26250,27000,750,2.86,23253,622684550
027410,BGF,5840,5830,-10,-0.17,268219,1566367840
282330,BGF리테일,174000,170500,-3500,-2.01,25319,4363249500
138930,BNK금융지주,9080,9170,90,0.99,1351492,12366415760
001460,BYC,431500,441000,9500,2.2,453,199547500
001465,BYC우,180000,177000,-3000,-1.67,105,18616500
001040,CJ,98400,100500,2100,2.13,48731,4858314500
079160,CJCGV,30850,31800,950,3.08,839341,26328926350
00104K,CJ4우전환,82000,83000,1000,1.22,7682,632326800
000120,CJ대한통운,149000,150000,1000,0.67,18707,2796592000
011150,CJ씨푸드,3945,3970,25,0.63,92018,362955480
011155,CJ씨푸드1우,40000,39200,-800,-2.0,92,3573900
001045,CJ우,61300,61800,500,0.82,738,45519000
097950,CJ제일제당,394000,396000,2000,0.51,24968,9843990000
097955,CJ제일제당우,197000,197000,0,0.0,1542,302640500
000590,CS홀딩스,63500,64800,1300,2.05,2193,139933000
012030,DB,1025,1020,-5,-0.49,618924,628265290
016610,DB금융투자,7270,7250,-20,-0.28,79703,578020000
005830,DB손해보험,66100,66400,300,0.45,75686,5030271000
000990,DB하이텍,54700,55900,1200,2.19,496800,27525264600
000995,DB하이텍1우,101500,103500,2000,1.97,329,34109000
139130,DGB금융지주,10650,10750,100,0.94,487880,5250045700
001530,DI동일,307000,303500,-3500,-1.14,10985,3306161000
000210,DL,68000,68100,100,0.15,39274,2664150300
001880,DL건설,29100,29250,150,0.52,11710,341449250
000215,DL우,41300,41550,250,0.61,2831,116962150
375500,DL이앤씨,133500,135000,1500,1.12,55454,7400080500
37550K,DL이앤씨우,76500,76600,100,0.13,3524,269968700
004840,DRB동일,5870,5830,-40,-0.68,12804,73927470
155660,DSR,7660,7250,-410,-5.35,596938,4267066940
069730,DSR제강,7300,7010,-290,-3.97,434929,3009070020
017940,E1,54500,55600,1100,2.02,12684,692232500
365550,ESR켄달스퀘어리츠,6520,6550,30,0.46,165833,1080254710
383220,FF,880000,860000,-20000,-2.27,22746,19635959000
007700,FF홀딩스,42950,42050,-900,-2.1,237099,10206502000
114090,GKL,16850,17300,450,2.67,354241,6079294750
078930,GS,43900,44350,450,1.03,139008,6137161500
006360,GS건설,41250,41600,350,0.85,242418,9978595050
001250,GS글로벌,2615,2690,75,2.87,959021,2559028580
007070,GS리테일,32550,32500,-50,-0.15,198826,6425235600
078935,GS우,37000,37300,300,0.81,4089,152156700
012630,HDC,10550,10650,100,0.95,113064,1195406300
039570,HDC아이콘트롤스,12000,12050,50,0.42,4350,52133800
089470,HDC현대EP,6050,6050,0,0.0,104784,630406280
294870,HDC현대산업개발,25950,26150,200,0.77,152235,3949081850
011200,HMM,28950,29500,550,1.9,2924186,85803425950
082740,HSD엔진,7650,8010,360,4.71,415807,3298838620
003560,IHQ,1765,1730,-35,-1.98,1950203,3393352250
175330,JB금융지주,8990,9060,70,0.78,516860,4658494150
234080,JW생명과학,16000,16250,250,1.56,25347,407454800
001060,JW중외제약,24200,23950,-250,-1.03,26114,627498700
001067,JW중외제약2우B,55700,56100,400,0.72,123,6757600
001065,JW중외제약우,33500,33400,-100,-0.3,127,4241850
096760,JW홀딩스,3785,3770,-15,-0.4,42725,162557885
105560,KB금융,57600,59100,1500,2.6,1912966,112667419100
002380,KCC,352000,348500,-3500,-0.99,68229,23563013000
344820,KCC글라스,64300,63800,-500,-0.78,74033,4728631000
009070,KCTC,6630,6670,40,0.6,191887,1279718450
009440,KC그린홀딩스,5070,5330,260,5.13,157252,828582700
119650,KC코트렐,7060,7380,320,4.53,235473,1722661190
092220,KEC,3350,3375,25,0.75,13227840,43672078930
016380,KG동부제철,11250,11700,450,4.0,529686,6090091900
016385,KG동부제철우,100000,102000,2000,2.0,61,6153000
001390,KG케미칼,32150,32150,0,0.0,36402,1159950450
033180,KH필룩스,3080,3070,-10,-0.32,586553,1792945545
001940,KISCO홀딩스,19800,19550,-250,-1.26,17502,342829550
025000,KPX케미칼,58900,58400,-500,-0.85,4370,255406700
092230,KPX홀딩스,65800,65800,0,0.0,716,47016500
000040,KR모터스,1005,1005,0,0.0,239902,240052642
044450,KSS해운,11100,11200,100,0.9,22430,250566950
030200,KT,31750,31300,-450,-1.42,1757961,55138495050
033780,KTG,82200,82500,300,0.36,351264,29011186000
030210,KTB투자증권,6670,6700,30,0.45,153003,1020008050
058850,KTcs,2705,2685,-20,-0.74,114954,308993650
058860,KTis,2570,2565,-5,-0.19,78608,201475625
093050,LF,19050,19250,200,1.05,61194,1170007600
003550,LG,94600,95000,400,0.42,139775,13271640600
034220,LG디스플레이,17800,17800,0,0.0,1313519,23331210850
051900,LG생활건강,1365000,1383000,18000,1.32,35523,48914924620
051905,LG생활건강우,663000,673000,10000,1.51,2002,1346259000
003555,LG우,67900,67900,0,0.0,2812,190976100
032640,LG유플러스,14850,14850,0,0.0,1201426,17885261550
011070,LG이노텍,197000,200500,3500,1.78,160527,31973315000
066570,LG전자,125000,124500,-500,-0.4,554539,68970389000
066575,LG전자우,63100,63400,300,0.48,17592,1112381300
037560,LG헬로비전,7200,7320,120,1.67,385138,2803189580
051910,LG화학,818000,821000,3000,0.37,170671,139298090000
051915,LG화학우,387000,390500,3500,0.9,8197,3196067000
079550,LIG넥스원,46750,46400,-350,-0.75,71673,3331383450
006260,LS,65200,65800,600,0.92,86818,5687153000
010120,LSELECTRIC,62400,62600,200,0.32,53082,3293639900
000680,LS네트웍스,3290,3320,30,0.91,89160,295590450
229640,LS전선아시아,8700,8740,40,0.46,55460,479834190
001120,LX인터내셔널,28300,28550,250,0.88,217301,6168860250
108670,LX하우시스,72300,73400,1100,1.52,27316,1986729400
108675,LX하우시스우,34700,34900,200,0.58,825,28796850
383800,LX홀딩스,8880,8890,10,0.11,252469,2243863130
38380K,LX홀딩스1우,13650,13850,200,1.47,2377,32741800
023150,MH에탄올,12450,11950,-500,-4.02,204639,2436646250
035420,NAVER,407500,402500,-5000,-1.23,461889,186872355000
181710,NHN,74600,74500,-100,-0.13,51520,3854464400
005940,NH투자증권,13100,13250,150,1.15,760941,10022333150
005945,NH투자증권우,12350,12500,150,1.21,85970,1072643150
338100,NH프라임리츠,4920,4930,10,0.2,21207,104483085
034310,NICE,18000,17650,-350,-1.94,47908,849795050
008260,NI스틸,4045,4140,95,2.35,73713,300512105
004250,NPC,6640,6730,90,1.36,204485,1365777260
004255,NPC우,3230,3230,0,0.0,13118,42319285
010060,OCI,136000,139000,3000,2.21,200319,27567129500
178920,PI첨단소재,55300,51600,-3700,-6.69,326825,17195132900
005490,POSCO,303500,313000,9500,3.13,329504,101589696500
010950,S-Oil,102000,107000,5000,4.9,340031,36105860500
010955,S-Oil우,62800,64300,1500,2.39,17859,1145129600
034120,SBS,59200,56300,-2900,-4.9,195184,11055376700
101060,SBS미디어홀딩스,2090,2150,60,2.87,6652913,14784250230
