티커,종목명,시가,종가,변동폭,등락률,거래량,거래대금
095570,AJ네트웍스,5990,5960,-30,-0.5,58952,348744040
006840,AK홀딩스,26850,27850,1000,3.72,32445,892874500
027410,BGF,6140,6220,80,1.3,86981,539059530
282330,BGF리테일,166000,170000,4000,2.41,46309,7795844000
138930,BNK금융지주,7640,7800,160,2.09,1538794,11957398500
001460,BYC,398000,400000,2000,0.5,260,103512500
001465,BYC우,178500,179500,1000,0.56,35,6243000
001040,CJ,99100,103500,4400,4.44,106013,10837585700
079160,CJCGV,29400,30400,1000,3.4,564603,17031740000
00104K,CJ4우전환,84700,86100,1400,1.65,15717,1343162000
000120,CJ대한통운,175000,176500,1500,0.86,24167,4266722000
011150,CJ씨푸드,4610,4625,15,0.33,285144,1313807385
011155,CJ씨푸드1우,41300,41200,-100,-0.24,252,10273000
001045,CJ우,62200,63600,1400,2.25,2439,153791800
097950,CJ제일제당,482000,492500,10500,2.18,67149,32855377000
097955,CJ제일제당우,215500,218500,3000,1.39,7178,1565127000
000590,CS홀딩스,67300,66600,-700,-1.04,1561,104228200
012030,DB,1160,1180,20,1.72,1908197,2254955700
016610,DB금융투자,6790,6890,100,1.47,63819,437642700
005830,DB손해보험,58600,58800,200,0.34,105116,6197265100
000990,DB하이텍,65900,66600,700,1.06,1173514,77837586200
000995,DB하이텍1우,114500,115000,500,0.44,478,54405500
139130,DGB금융지주,9190,9360,170,1.85,622019,5817604600
001530,DI동일,314000,313500,-500,-0.16,44476,13534681500
000210,DL,77200,77500,300,0.39,87357,6745509600
001880,DL건설,32600,32850,250,0.77,28428,929521100
000215,DL우,45300,45300,0,0.0,2877,130525800
375500,DL이앤씨,145500,145000,-500,-0.34,116347,16792417500
37550K,DL이앤씨우,80200,80000,-200,-0.25,8123,647550900
004840,DRB동일,7210,7270,60,0.83,24126,175489140
155660,DSR,6260,6370,110,1.76,28218,178327050
069730,DSR제강,6080,6150,70,1.15,27208,167233520
017940,E1,55600,55300,-300,-0.54,8140,450773000
365550,ESR켄달스퀘어리츠,6760,6890,130,1.92,272578,1876186280
383220,FF,614000,618000,4000,0.65,30077,18483113000
007700,FF홀딩스,36400,37750,1350,3.71,58467,2178886150
114090,GKL,16250,16450,200,1.23,427750,7013474250
078930,GS,43150,43550,400,0.93,181655,7897293550
006360,GS건설,43850,44050,200,0.46,376383,16466288900
001250,GS글로벌,2740,2840,100,3.65,881875,2505468240
007070,GS리테일,34700,35300,600,1.73,355420,12505409550
078935,GS우,36250,36400,150,0.41,3583,129973500
012630,HDC,12000,12250,250,2.08,223055,2706776700
039570,HDC아이콘트롤스,13750,13700,-50,-0.36,28553,388958050
089470,HDC현대EP,5830,5880,50,0.86,41175,240337940
294870,HDC현대산업개발,30150,30300,150,0.5,252203,7639213850
011200,HMM,37600,39500,1900,5.05,11844208,453571276450
082740,HSD엔진,8210,8310,100,1.22,214554,1774557650
003560,IHQ,1805,1845,40,2.22,1220260,2243008185
175330,JB금융지주,7590,7670,80,1.05,522249,4002629900
234080,JW생명과학,18300,18500,200,1.09,20322,375050950
001060,JW중외제약,28750,29100,350,1.22,63473,1854712650
001067,JW중외제약2우B,60400,57500,-2900,-4.8,2958,170161500
001065,JW중외제약우,37550,36400,-1150,-3.06,4714,171791300
096760,JW홀딩스,4400,4410,10,0.23,76992,338221455
105560,KB금융,51600,52700,1100,2.13,1333664,69958051800
002380,KCC,343500,349500,6000,1.75,128013,43670847500
344820,KCC글라스,69400,71000,1600,2.31,170143,11871762000
009070,KCTC,7680,7850,170,2.21,221098,1725669620
009440,KC그린홀딩스,6200,6240,40,0.65,204909,1260094880
119650,KC코트렐,8750,8770,20,0.23,496311,4281206350
092220,KEC,2440,2450,10,0.41,1491683,3650788970
016380,KG동부제철,16700,16850,150,0.9,164657,2754655100
016385,KG동부제철우,122000,123000,1000,0.82,110,13387500
001390,KG케미칼,37350,36550,-800,-2.14,199795,7338529950
033180,KH필룩스,3215,3340,125,3.89,1186627,3911999595
001940,KISCO홀딩스,20600,20600,0,0.0,11106,228421000
025000,KPX케미칼,63500,63500,0,0.0,3017,191826900
092230,KPX홀딩스,67500,67900,400,0.59,1400,94750300
000040,KR모터스,1190,1215,25,2.1,459187,553878710
044450,KSS해운,11600,11800,200,1.72,126833,1486072950
030200,KT,33550,33500,-50,-0.15,847795,28256513950
033780,KTG,82600,83300,700,0.85,324593,26928269600
030210,KTB투자증권,7490,7500,10,0.13,405997,3055467070
058850,KTcs,3130,3155,25,0.8,172724,541274885
058860,KTis,2825,2875,50,1.77,108707,310313630
093050,LF,17900,18150,250,1.4,69490,1254057300
003550,LG,95900,95600,-300,-0.31,242823,23173402800
034220,LG디스플레이,22300,22950,650,2.91,3269517,74058620900
051900,LG생활건강,1452000,1470000,18000,1.24,32359,47529134000
051905,LG생활건강우,677000,686000,9000,1.33,3868,2633767000
003555,LG우,72800,72500,-300,-0.41,10489,761404100
032640,LG유플러스,14600,14800,200,1.37,851967,12547875250
011070,LG이노텍,223500,226000,2500,1.12,144247,32537650000
066570,LG전자,156500,160000,3500,2.24,691765,110058702500
066575,LG전자우,74900,75800,900,1.2,49784,3762884900
037560,LG헬로비전,7230,7490,260,3.6,1121285,8512739290
051910,LG화학,853000,856000,3000,0.35,227941,193833856362
051915,LG화학우,388500,388000,-500,-0.13,10892,4217178500
079550,LIG넥스원,42800,44100,1300,3.04,191360,8410965850
006260,LS,70600,71300,700,0.99,99639,7074738600
010120,LSELECTRIC,65500,65500,0,0.0,204423,13395606800
000680,LS네트웍스,4045,4110,65,1.61,114307,469650160
229640,LS전선아시아,8840,8930,90,1.02,105841,939965230
001120,LX인터내셔널,29600,30100,500,1.69,221016,6595365500
108670,LX하우시스,95500,95800,300,0.31,58131,5529082900
108675,LX하우시스우,42000,41900,-100,-0.24,4716,196412950
383800,LX홀딩스,10400,10550,150,1.44,347279,3643055600
38380K,LX홀딩스1우,17400,17400,0,0.0,6021,104734050
023150,MH에탄올,10650,10750,100,0.94,32864,354711600
035420,NAVER,428000,433000,5000,1.17,545873,234730484000
181710,NHN,75200,76800,1600,2.13,49835,3805449700
005940,NH투자증권,12900,12950,50,0.39,467289,6048010000
005945,NH투자증권우,11450,11550,100,0.87,58802,677771850
338100,NH프라임리츠,4930,4930,0,0.0,73139,359791370
034310,NICE,18800,19000,200,1.06,35707,675360500
008260,NI스틸,4815,4910,95,1.97,79056,386858450
004250,NPC,5830,5780,-50,-0.86,1126045,6512779480
004255,NPC우,3340,3315,-25,-0.75,64191,212616450
010060,OCI,113000,115000,2000,1.77,199684,22756676000
005490,POSCO,341000,346500,5500,1.61,431994,149083441000
010950,S-Oil,97300,98700,1400,1.44,274002,27060918200
010955,S-Oil우,55600,56600,1000,1.8,13721,773436200
034120,SBS,54100,54000,-100,-0.18,239711,12961407800
101060,SBS미디어홀딩스,2195,2230,35,1.59,370531,821030680
005090,SGC에너지,50400,50400,0,0.0,64186,3219891700
001380,SG글로벌,2970,3095,125,4.21,280344,858184515
004060,SG세계물산,806,819,13,1.61,1038786,844599628
001770,SHD,27050,27400,350,1.29,4771,130055400
002360,SH에너지화학,1080,1100,20,1.85,917812,1008585505
009160,SIMPAC,6560,6780,220,3.35,418004,2822818450
123700,SJM,5410,5320,-90,-1.66,72220,388253440
025530,SJM홀딩스,4285,4420,135,3.15,201866,915173090
034730,SK,273000,277000,4000,1.47,130351,35787898500
011790,SKC,159500,162000,2500,1.57,275733,44246675000
018670,SK가스,114500,116000,1500,1.31,4369,503026000
001740,SK네트웍스,5890,5900,10,0.17,804448,4729104110
001745,SK네트웍스우,115000,115500,500,0.43,76,8699500
006120,SK디스커버리,49100,49600,500,1.02,42540,2094254750
006125,SK디스커버리우,39500,39450,-50,-0.13,3892,152474250
210980,SK디앤디,37050,37800,750,2.02,94837,3541874350
