티커,종목명,시가,종가,변동폭,등락률,거래량,거래대금
095570,AJ네트웍스,5600,5530,-70,-1.25,43131,238446790
006840,AK홀딩스,25650,25150,-500,-1.95,23170,579402850
027410,BGF,5950,5810,-140,-2.35,515461,3004203980
282330,BGF리테일,167000,167500,500,0.3,18114,3016092000
138930,BNK금융지주,8490,8490,0,0.0,1148055,9746862050
001460,BYC,438500,438500,0,0.0,271,118037000
001465,BYC우,174500,174000,-500,-0.29,453,78130500
001040,CJ,97300,96000,-1300,-1.34,47187,4545537200
079160,CJCGV,30000,29100,-900,-3.0,460187,13455392750
00104K,CJ4우전환,81100,80500,-600,-0.74,10156,813797200
000120,CJ대한통운,141000,138500,-2500,-1.77,33784,4679872000
011150,CJ씨푸드,3795,3705,-90,-2.37,140872,524400940
011155,CJ씨푸드1우,39850,39800,-50,-0.13,25,995450
001045,CJ우,60300,59700,-600,-1.0,896,53454600
097950,CJ제일제당,374500,366000,-8500,-2.27,50545,18582654500
097955,CJ제일제당우,190500,188000,-2500,-1.31,4962,927681000
000590,CS홀딩스,62800,61000,-1800,-2.87,1612,99506300
012030,DB,1010,998,-12,-1.19,959391,958753257
016610,DB금융투자,6960,6870,-90,-1.29,89117,607802190
005830,DB손해보험,58400,57900,-500,-0.86,108850,6316140100
000990,DB하이텍,60300,59600,-700,-1.16,698574,42216128700
000995,DB하이텍1우,99900,99800,-100,-0.1,186,18564300
139130,DGB금융지주,9750,9770,20,0.21,322680,3152378650
001530,DI동일,284500,272000,-12500,-4.39,11916,3258284000
000210,DL,65300,64200,-1100,-1.68,80956,5189482000
001880,DL건설,28900,28300,-600,-2.08,16817,480076850
000215,DL우,40400,39600,-800,-1.98,6562,259923900
375500,DL이앤씨,132500,129500,-3000,-2.26,130753,16923883500
37550K,DL이앤씨우,76600,75800,-800,-1.04,5797,440157600
004840,DRB동일,5490,5370,-120,-2.19,18608,100408510
155660,DSR,5790,5680,-110,-1.9,118348,681208690
069730,DSR제강,5360,5220,-140,-2.61,92196,490887090
017940,E1,51700,50000,-1700,-3.29,27022,1356437950
365550,ESR켄달스퀘어리츠,6500,6470,-30,-0.46,153306,1000946740
383220,FF,969000,936000,-33000,-3.41,48315,44969855000
007700,FF홀딩스,45600,43000,-2600,-5.7,318420,13979557950
114090,GKL,16250,15850,-400,-2.46,269203,4257181250
078930,GS,44050,43350,-700,-1.59,163836,7147388150
006360,GS건설,41900,41150,-750,-1.79,558566,22848496550
001250,GS글로벌,2590,2520,-70,-2.7,512340,1301770170
007070,GS리테일,33100,32600,-500,-1.51,181162,5918248400
078935,GS우,37150,37000,-150,-0.4,5055,187381200
012630,HDC,10200,10100,-100,-0.98,194124,1960571850
039570,HDC아이콘트롤스,11400,11250,-150,-1.32,20877,234806300
089470,HDC현대EP,5660,5570,-90,-1.59,178437,996344690
294870,HDC현대산업개발,24300,23700,-600,-2.47,516863,12266322050
011200,HMM,26700,26700,0,0.0,4612042,124474467350
082740,HSD엔진,8690,8280,-410,-4.72,623672,5251483140
003560,IHQ,1765,1820,55,3.12,5252760,9174797970
175330,JB금융지주,8320,8300,-20,-0.24,350750,2905028100
234080,JW생명과학,14800,14550,-250,-1.69,33208,485637750
001060,JW중외제약,22800,22750,-50,-0.22,54488,1246136450
001067,JW중외제약2우B,58900,58900,0,0.0,73,4317000
001065,JW중외제약우,34350,34300,-50,-0.15,90,3098850
096760,JW홀딩스,3570,3525,-45,-1.26,46309,162929655
105560,KB금융,55800,55800,0,0.0,765574,42720550800
002380,KCC,324500,310500,-14000,-4.31,66702,20941687000
344820,KCC글라스,59600,58000,-1600,-2.68,91853,5330712400
009070,KCTC,7010,6500,-510,-7.28,671735,4479087700
009440,KC그린홀딩스,4930,4700,-230,-4.67,135016,644148650
119650,KC코트렐,6600,6400,-200,-3.03,124824,803454340
092220,KEC,2720,2585,-135,-4.96,9947202,26076915485
016380,KG동부제철,11450,11000,-450,-3.93,296595,3283168200
016385,KG동부제철우,102000,102000,0,0.0,126,12816500
001390,KG케미칼,35950,34050,-1900,-5.29,1078200,38306185350
033180,KH필룩스,3115,3070,-45,-1.44,565539,1735027625
001940,KISCO홀딩스,16900,16250,-650,-3.85,38339,626253550
025000,KPX케미칼,58500,57700,-800,-1.37,5589,321484200
092230,KPX홀딩스,64700,64400,-300,-0.46,3500,223850400
000040,KR모터스,985,966,-19,-1.93,196572,191814557
044450,KSS해운,11700,11450,-250,-2.14,81038,931068700
030200,KT,30950,31000,50,0.16,690231,21472220400
033780,KTG,86200,85300,-900,-1.04,502103,42983960500
030210,KTB투자증권,6350,6150,-200,-3.15,213365,1323591610
058850,KTcs,2585,2525,-60,-2.32,197304,500506025
058860,KTis,2475,2440,-35,-1.41,146405,359368490
093050,LF,18900,18900,0,0.0,80529,1523990950
003550,LG,94000,91200,-2800,-2.98,188514,17265498500
034220,LG디스플레이,20500,20100,-400,-1.95,2112621,42829661500
051900,LG생활건강,1219000,1191000,-28000,-2.3,30573,36551067000
051905,LG생활건강우,630000,623000,-7000,-1.11,826,516592000
003555,LG우,67000,64900,-2100,-3.13,11478,753890700
032640,LG유플러스,14350,14250,-100,-0.7,821629,11713245600
011070,LG이노텍,213500,217000,3500,1.64,213881,46481051000
066570,LG전자,123000,119500,-3500,-2.85,707984,85182178000
066575,LG전자우,62300,61400,-900,-1.44,36753,2262752100
037560,LG헬로비전,6770,6670,-100,-1.48,479511,3168863390
051910,LG화학,769000,739000,-30000,-3.9,258543,191539328000
051915,LG화학우,350500,342000,-8500,-2.43,10946,3747672000
079550,LIG넥스원,49100,48700,-400,-0.81,186939,9244641250
006260,LS,60300,58600,-1700,-2.82,147203,8697414400
010120,LSELECTRIC,61900,60500,-1400,-2.26,80709,4914774600
000680,LS네트웍스,3290,3180,-110,-3.34,146358,469878765
229640,LS전선아시아,8260,8110,-150,-1.82,126331,1029485960
001120,LX인터내셔널,26700,26050,-650,-2.43,338531,8924231700
108670,LX하우시스,69200,67000,-2200,-3.18,27840,1880177900
108675,LX하우시스우,32100,31500,-600,-1.87,3200,100487850
383800,LX홀딩스,8860,8680,-180,-2.03,410126,3575411480
38380K,LX홀딩스1우,13550,13300,-250,-1.85,7760,103012100
023150,MH에탄올,10350,10050,-300,-2.9,113774,1147568300
035420,NAVER,417500,414500,-3000,-0.72,414599,171906380000
181710,NHN,87900,93200,5300,6.03,1531979,142266342600
