티커,종목명,시가,종가,변동폭,등락률,거래량,거래대금
095570,AJ네트웍스,4190,4370,180,4.3,203754,890976480
068400,AJ렌터카,11500,11400,-100,-0.87,91559,1044826450
006840,AK홀딩스,32150,32950,800,2.49,27927,906196500
027410,BGF,5430,5470,40,0.74,116047,637033670
282330,BGF리테일,161000,161500,500,0.31,27782,4494910157
138930,BNK금융지주,7870,7740,-130,-1.65,850505,6611779740
001460,BYC,234500,234500,0,0.0,240,56138500
001465,BYC우,124000,124500,500,0.4,282,35047500
001040,CJ,96300,95700,-600,-0.62,68598,6577298000
079160,CJCGV,36800,35850,-950,-2.58,127841,4589102400
00104K,CJ4우전환,70000,69900,-100,-0.14,5531,385706900
000120,CJ대한통운,155000,154500,-500,-0.32,20639,3208460000
011150,CJ씨푸드,2770,2765,-5,-0.18,149277,412877025
011155,CJ씨푸드1우,31950,32200,250,0.78,789,25237150
001045,CJ우,44600,44800,200,0.45,7517,338490700
097950,CJ제일제당,254000,248000,-6000,-2.36,49511,12362259500
097955,CJ제일제당우,108000,106500,-1500,-1.39,2917,310237000
037560,CJ헬로,6020,6310,290,4.82,2804799,18525878060
000590,CS홀딩스,55900,56600,700,1.25,472,26563500
012030,DB,798,797,-1,-0.13,230776,183946320
016610,DB금융투자,4375,4400,25,0.57,58370,256609200
005830,DB손해보험,58900,56600,-2300,-3.9,302178,17128566800
000990,DB하이텍,22300,23300,1000,4.48,1172081,27069792650
000995,DB하이텍1우,46150,53000,6850,14.84,72583,3858703950
139130,DGB금융지주,7470,7390,-80,-1.07,601099,4449268380
001530,DI동일,72200,72800,600,0.83,1061,77105000
004840,DRB동일,5300,5320,20,0.38,6592,34879780
155660,DSR,4265,4255,-10,-0.23,25612,109116965
069730,DSR제강,4470,4485,15,0.34,21174,94427975
017940,E1,47500,47550,50,0.11,19321,921882850
007700,FF,106500,107000,500,0.47,48871,5220625500
114090,GKL,19800,19600,-200,-1.01,222683,4341260700
078930,GS,51500,51400,-100,-0.19,174240,8973481800
006360,GS건설,32000,31000,-1000,-3.13,396277,12393922600
001250,GS글로벌,2265,2260,-5,-0.22,132978,302493325
007070,GS리테일,37850,37800,-50,-0.13,154887,5830175450
078935,GS우,37750,37900,150,0.4,3577,135214250
012630,HDC,10650,10750,100,0.94,259499,2771413950
039570,HDC아이콘트롤스,10900,10950,50,0.46,169251,1863376150
089470,HDC현대EP,4815,4855,40,0.83,57478,278453580
294870,HDC현대산업개발,25650,25750,100,0.39,234647,6001553200
082740,HSD엔진,4485,4395,-90,-2.01,192372,846946450
003560,IHQ,1665,1720,55,3.3,1035217,1768894520
175330,JB금융지주,5660,5600,-60,-1.06,369210,2067590200
234080,JW생명과학,19000,19200,200,1.05,15582,299268650
001060,JW중외제약,28700,28950,250,0.87,41498,1198262600
001067,JW중외제약2우B,39650,41100,1450,3.66,21816,910046950
001065,JW중외제약우,26250,26700,450,1.71,5092,135639850
096760,JW홀딩스,6200,6280,80,1.29,103293,646939550
105560,KB금융,50000,49050,-950,-1.9,2082488,103475835400
002380,KCC,227000,227500,500,0.22,22989,5216257500
009070,KCTC,2745,2730,-15,-0.55,15757,43088220
009440,KC그린홀딩스,5030,5010,-20,-0.4,206823,1033265715
119650,KC코트렐,7190,7170,-20,-0.28,83534,601734460
092220,KEC,1005,1010,5,0.5,341393,344353575
001390,KG케미칼,11400,11350,-50,-0.44,32816,372941800
001940,KISCO홀딩스,12800,12950,150,1.17,3471,44652650
025000,KPX케미칼,56000,56200,200,0.36,646,36232900
092230,KPX홀딩스,55200,55300,100,0.18,976,53730300
000040,KR모터스,294,295,1,0.34,2445565,739689156
044450,KSS해운,7600,7570,-30,-0.39,22348,168656020
030200,KT,26950,27000,50,0.19,547608,14753497200
033780,KTG,95800,96000,200,0.21,302445,29057887200
030210,KTB투자증권,2330,2440,110,4.72,406639,983813365
058850,KTcs,2180,2200,20,0.92,116703,254868275
058860,KTis,2295,2300,5,0.22,72612,166305450
093050,LF,18050,18500,450,2.49,84610,1558771450
003550,LG,75100,74700,-400,-0.53,184507,13808633000
034220,LG디스플레이,15950,16350,400,2.51,2914872,47355055550
001120,LG상사,15250,15000,-250,-1.64,152157,2285201450
051900,LG생활건강,1246000,1272000,26000,2.09,46014,58241984000
051905,LG생활건강우,744000,739000,-5000,-0.67,989,737028000
003555,LG우,49150,49300,150,0.31,78504,3852855600
032640,LG유플러스,13900,14200,300,2.16,1556509,22079698680
011070,LG이노텍,133000,133000,0,0.0,116892,15514248500
066570,LG전자,72200,72000,-200,-0.28,271523,19562200200
066575,LG전자우,29050,29250,200,0.69,21687,634189000
108670,LG하우시스,54300,53700,-600,-1.1,20447,1105951100
108675,LG하우시스우,27550,27500,-50,-0.18,627,17261600
051910,LG화학,303000,309000,6000,1.98,182481,55998220750
051915,LG화학우,167000,167000,0,0.0,15937,2665422500
079550,LIG넥스원,33500,33400,-100,-0.3,116782,3867867850
006260,LS,47500,47000,-500,-1.05,62022,2922040050
000680,LS네트웍스,2300,2320,20,0.87,10363,23991095
010120,LS산전,54500,54400,-100,-0.18,40800,2216321600
229640,LS전선아시아,7930,8030,100,1.26,73645,589077440
023150,MH에탄올,6160,6200,40,0.65,5905,36343790
035420,NAVER,175500,179500,4000,2.28,335819,59882314000
181710,NHN,66600,66500,-100,-0.15,44688,2980467200
005940,NH투자증권,13000,12950,-50,-0.38,749935,9729450850
005945,NH투자증권우,9250,9340,90,0.97,207427,1927694220
338100,NH프라임리츠,6040,6130,90,1.49,430734,2625555080
034310,NICE,20300,20050,-250,-1.23,73723,1482928750
008260,NI스틸,2265,2265,0,0.0,35002,78855815
004250,NPC,3735,3765,30,0.8,4520,16986725
004255,NPC우,2300,2300,0,0.0,398,914505
010060,OCI,63100,63600,500,0.79,90457,5718265700
005490,POSCO,243000,242500,-500,-0.21,213258,51488601719
100840,STC,18350,19300,950,5.18,33282,631413700
064960,ST모티브,43400,43100,-300,-0.69,22507,970271700
003570,ST중공업,6620,6580,-40,-0.6,27714,180460440
036530,ST홀딩스,15000,14950,-50,-0.33,28701,427166100
010950,S-Oil,92600,94200,1600,1.73,287915,27025344000
010955,S-Oil우,54600,55200,600,1.1,8207,452562100
034120,SBS,18600,19050,450,2.42,140038,2684987600
101060,SBS미디어홀딩스,2005,2000,-5,-0.25,643542,1276538125
004060,SG세계물산,872,867,-5,-0.57,434093,376634592
001380,SG충방,1645,1650,5,0.3,121863,200251895
002360,SH에너지화학,1025,1020,-5,-0.49,259364,264637275
009160,SIMPAC,2840,2865,25,0.88,69559,198121965
123700,SJM,3850,3865,15,0.39,9090,35101595
025530,SJM홀딩스,3285,3285,0,0.0,11460,37388445
034730,SK,258500,260000,1500,0.58,86140,22416020000
011790,SKC,47100,47450,350,0.74,154455,7345179700
018670,SK가스,84600,83600,-1000,-1.18,9824,832106700
001740,SK네트웍스,5870,5860,-10,-0.17,423427,2486080440
001745,SK네트웍스우,78400,77800,-600,-0.77,686,53368800
006120,SK디스커버리,25450,25950,500,1.96,78744,2037716550
006125,SK디스커버리우,16550,16700,150,0.91,13761,229398050
210980,SK디앤디,28750,28800,50,0.17,5624,161058200
03473K,SK우,170500,170000,-500,-0.29,18872,3221395500
096770,SK이노베이션,148500,148000,-500,-0.34,279018,41516754500
096775,SK이노베이션우,111500,112500,1000,0.9,6978,783130000
001510,SK증권,602,602,0,0.0,650358,390219385
001515,SK증권우,2760,2775,15,0.54,6156,17062965
285130,SK케미칼,62300,62000,-300,-0.48,165194,10318877000
28513K,SK케미칼우,30400,29950,-450,-1.48,120789,3671047200
017670,SK텔레콤,240500,241500,1000,0.42,135514,32642245000
000660,SK하이닉스,87900,88600,700,0.8,2652685,234531281100
005610,SPC삼립,86600,84900,-1700,-1.96,18587,1577763000
011810,STX,8000,8160,160,2.0,60668,493231460
077970,STX엔진,6750,6770,20,0.3,9851,66076320
071970,STX중공업,3160,3115,-45,-1.42,174716,537138710
084870,TBH글로벌,2620,2665,45,1.72,23746,62824775
002710,TCC스틸,2665,2725,60,2.25,13669,36831245
024070,WISCOM,2620,2600,-20,-0.76,26873,70093985
037270,YGPLUS,1340,1335,-5,-0.37,382778,511757345
000500,가온전선,24000,24000,0,0.0,13143,314872700
000860,강남제비스코,19650,19750,100,0.51,7527,149067000
035250,강원랜드,30650,30250,-400,-1.31,542637,16407620800
011420,갤럭시아에스엠,1635,1610,-25,-1.53,49170,79320725
002100,경농,11400,11450,50,0.44,82595,951165250
009450,경동나비엔,45450,46250,800,1.76,63662,2908481650
267290,경동도시가스,21950,21700,-250,-1.14,7166,155714000
012320,경동인베스트,36400,36200,-200,-0.55,3093,112898650
000050,경방,9760,9680,-80,-0.82,5042,50239570
214390,경보제약,8380,8380,0,0.0,10509,87563820
012610,경인양행,7580,7660,80,1.06,183645,1399885380
009140,경인전자,20850,21250,400,1.92,1113,23483550
013580,계룡건설,19550,19750,200,1.02,3520,69743000
012200,계양전기,2795,2815,20,0.72,154611,432238295
012205,계양전기우,6720,6740,20,0.3,6067,40813440
004200,고려개발,8560,8700,140,1.64,8077,69875330
002140,고려산업,3435,3445,10,0.29,156493,539031620
010130,고려아연,428000,430000,2000,0.47,29188,12535446000
002240,고려제강,19900,20250,350,1.76,12784,256524500
009290,광동제약,6580,6520,-60,-0.91,109896,717785430
017040,광명전기,2210,2210,0,0.0,83853,184816485
017900,광전자,2070,2075,5,0.24,26029,53721040
037710,광주신세계,167500,169000,1500,0.9,455,76312500
030610,교보증권,9440,9380,-60,-0.64,28649,268901450
007690,국도화학,45850,46250,400,0.87,4840,223443650
005320,국동,1225,1225,0,0.0,148569,183093690
002720,국제약품,4575,4630,55,1.2,177934,821542080
083420,그린케미칼,3565,3605,40,1.12,50261,180857640
014530,극동유화,3605,3555,-50,-1.39,146497,522045860
014280,금강공업,3840,3860,20,0.52,34712,134534090
014285,금강공업우,8340,8200,-140,-1.68,2751,22723810
008870,금비,63500,63600,100,0.16,117,7491000
001570,금양,2540,2580,40,1.57,160030,412856355
002990,금호산업,11300,11700,400,3.54,228823,2672879050
002995,금호산업우,38200,38200,0,0.0,8180,315858850
011780,금호석유,78800,78400,-400,-0.51,99992,7813270400
011785,금호석유우,32500,33300,800,2.46,19964,659861700
214330,금호에이치티,5640,5590,-50,-0.89,99971,556545840
001210,금호전기,5010,4760,-250,-4.99,1756253,8389940720
073240,금호타이어,4175,4190,15,0.36,192472,803872460
092440,기신정기,3760,3760,0,0.0,4134,15592825
000270,기아차,44450,44450,0,0.0,734662,32739568650
024110,기업은행,12400,12250,-150,-1.21,1727050,21377676550
013700,까뮤이앤씨,1200,1420,220,18.33,33100247,47818863390
004540,깨끗한나라,2250,2230,-20,-0.89,72857,162656045
004545,깨끗한나라우,17150,17100,-50,-0.29,2811,47648150
074610,나노메딕스,8050,7970,-80,-0.99,795014,6405338390
001260,남광토건,11400,11250,-150,-1.32,22382,252908050
008350,남선알미늄,3030,3020,-10,-0.33,1924563,5806621255
008355,남선알미우,21300,21250,-50,-0.23,4264,91711150
004270,남성,3110,3125,15,0.48,204667,640428130
003920,남양유업,417500,422500,5000,1.2,798,335831000
003925,남양유업우,148000,147000,-1000,-0.68,135,19658500
002070,남영비비안,19900,19700,-200,-1.01,85072,1680492300
025860,남해화학,8150,8200,50,0.61,110145,899217570
005720,넥센,5990,5860,-130,-2.17,13547,79639180
005725,넥센우,3430,3410,-20,-0.58,158,533655
002350,넥센타이어,9110,9160,50,0.55,73367,667714970
002355,넥센타이어1우B,3480,3465,-15,-0.43,1547,5385685
003580,넥스트사이언스,7880,8030,150,1.9,3363805,27193477400
251270,넷마블,90300,90500,200,0.22,116029,10509772100
090350,노루페인트,8140,8230,90,1.11,34717,285290080
090355,노루페인트우,12700,12850,150,1.18,2238,28607150
000320,노루홀딩스,12150,12200,50,0.41,5896,71670500
000325,노루홀딩스우,19150,19400,250,1.31,916,17656400
006280,녹십자,126000,126000,0,0.0,17045,2138873500
005250,녹십자홀딩스,22050,22100,50,0.23,53151,1170858450
005257,녹십자홀딩스2우,17050,17250,200,1.17,1151,19724400
004370,농심,235000,236500,1500,0.64,12693,2965447500
072710,농심홀딩스,73000,73700,700,0.96,1656,121989800
058730,다스코,6560,6500,-60,-0.91,113886,739039860
023590,다우기술,18800,19150,350,1.86,127639,2434748200
019680,대교,5980,6040,60,1.0,37837,227951710
019685,대교우B,4195,4200,5,0.12,101,423750
006370,대구백화점,5960,6020,60,1.01,36986,223939900
008060,대덕전자,10200,10350,150,1.47,292650,3004554650
00806K,대덕전자1우,6420,6510,90,1.4,27248,177290390
000490,대동공업,5580,5590,10,0.18,53765,299926660
008110,대동전자,3580,3540,-40,-1.12,6507,23126535
005750,대림BCo,4190,4200,10,0.24,7711,32345365
000210,대림산업,91600,91000,-600,-0.66,119579,10952016000
000215,대림산업우,41350,41250,-100,-0.24,2017,83334400
004440,대림씨엔에스,7330,7320,-10,-0.14,15992,116122550
006570,대림통상,4020,4010,-10,-0.25,1104,4424845
001680,대상,23600,23800,200,0.85,75065,1775630400
001685,대상우,13450,13500,50,0.37,707,9467900
084690,대상홀딩스,6700,6710,10,0.15,29790,200454360
084695,대상홀딩스우,6110,6120,10,0.16,1786,10921840
128820,대성산업,3425,3520,95,2.77,103900,364759825
117580,대성에너지,5340,5360,20,0.37,3310,17660780
016710,대성홀딩스,7770,8020,250,3.22,13977,112182360
003540,대신증권,12200,12100,-100,-0.82,65145,789964850
003547,대신증권2우B,8720,8710,-10,-0.11,9994,86861490
003545,대신증권우,9400,9300,-100,-1.06,230320,2154288890
009190,대양금속,16650,16700,50,0.3,60810,1004221900
014160,대영포장,1080,1075,-5,-0.46,527135,567081815
047040,대우건설,4805,4715,-90,-1.87,672608,3182581685
009320,대우부품,2150,2170,20,0.93,181511,393658415
042660,대우조선해양,28150,27950,-200,-0.71,114160,3195677950
003090,대웅,12750,12550,-200,-1.57,32664,412019100
069620,대웅제약,133500,132000,-1500,-1.12,17177,2266397500
000430,대원강업,3385,3410,25,0.74,16688,56552130
006340,대원전선,1180,1190,10,0.85,346403,414053400
006345,대원전선우,2945,2960,15,0.51,4425,13077245
003220,대원제약,16750,16850,100,0.6,17998,301336100
024890,대원화성,1435,1425,-10,-0.7,74061,104430210
002880,대유에이텍,858,859,1,0.12,63922,54884461
000300,대유플러스,744,749,5,0.67,85688,63847770
012800,대창,1520,1470,-50,-3.29,3956266,5911260470
015230,대창단조,28750,28750,0,0.0,6604,189883950
001070,대한방직,19350,20100,750,3.88,9225,183784350
006650,대한유화,121500,122000,500,0.41,25180,3075496500
001440,대한전선,591,598,7,1.18,552484,329183508
084010,대한제강,5590,5570,-20,-0.36,50924,284696860
001790,대한제당,20850,20600,-250,-1.2,9787,202085300
001799,대한제당3우B,26200,26650,450,1.72,2136,57088850
001795,대한제당우,13550,13500,-50,-0.37,1845,24801000
001130,대한제분,145000,145500,500,0.34,1126,163423500
003490,대한항공,27350,27500,150,0.55,452958,12492603450
003495,대한항공우,15200,15500,300,1.97,18949,292390150
005880,대한해운,22200,21950,-250,-1.13,46320,1021299900
003830,대한화섬,88700,89400,700,0.79,1737,164594100
016090,대현,2460,2465,5,0.2,36120,88655160
069460,대호에이엘,5220,5010,-210,-4.02,554399,2811932715
192080,더블유게임즈,48500,48300,-200,-0.41,48676,2356658250
012510,더존비즈온,74500,74900,400,0.54,114102,8541356700
004830,덕성,2945,2935,-10,-0.34,22100,64899875
004835,덕성우,3450,3465,15,0.43,5273,18193875
024900,덕양산업,1240,1245,5,0.4,271803,336333010
145720,덴티움,52000,52200,200,0.38,14992,783128600
002150,도화엔지니어링,8860,8910,50,0.56,66391,592941440
001230,동국제강,5990,5950,-40,-0.67,250115,1482409400
023450,동남합성,24250,24450,200,0.82,244,5963350
004140,동방,1585,1585,0,0.0,68008,107641735
007590,동방아그로,7020,7030,10,0.14,12276,85455230
005960,동부건설,8560,8560,0,0.0,47922,408547520
005965,동부건설우,20900,22100,1200,5.74,14142,309864550
016380,동부제철,7280,7350,70,0.96,10328,75824820
016385,동부제철우,71400,71500,100,0.14,246,17534200
083370,동북아12호,5010,5020,10,0.2,1,5020
083380,동북아13호,4970,4970,0,0.0,312,1550640
026960,동서,17850,18050,200,1.12,85597,1539039650
002210,동성제약,15850,15800,-50,-0.32,183743,2915520200
102260,동성코퍼레이션,5230,5190,-40,-0.76,73786,382220400
