티커,종목명,시가,종가,변동폭,등락률,거래량,거래대금
095570,AJ네트웍스,4055,4080,25,0.62,85306,346356415
006840,AK홀딩스,32000,30700,-1300,-4.06,179150,5547277600
027410,BGF,6290,6310,20,0.32,418781,2619819730
282330,BGF리테일,177500,174500,-3000,-1.69,39060,6847044000
138930,BNK금융지주,5820,5860,40,0.69,1082309,6304579000
001460,BYC,314500,314500,0,0.0,5808,1825750000
001465,BYC우,150000,149500,-500,-0.33,181,26788000
001040,CJ,99600,98600,-1000,-1.0,94610,9337499800
079160,CJCGV,27400,27050,-350,-1.28,398772,10807059950
00104K,CJ4우전환,78000,78200,200,0.26,12143,946675100
000120,CJ대한통운,173500,179000,5500,3.17,102372,18142227000
011150,CJ씨푸드,4645,4640,-5,-0.11,506801,2361542830
011155,CJ씨푸드1우,36550,37350,800,2.19,774,28860850
001045,CJ우,61900,61600,-300,-0.48,2003,123083900
097950,CJ제일제당,429000,432000,3000,0.7,50955,21948574000
097955,CJ제일제당우,205000,205500,500,0.24,7569,1550619000
000590,CS홀딩스,58300,58000,-300,-0.51,1627,94174300
012030,DB,902,946,44,4.88,4962681,4595235817
016610,DB금융투자,6110,6140,30,0.49,170127,1038038120
005830,DB손해보험,38600,38700,100,0.26,116963,4513835400
000990,DB하이텍,64900,66500,1600,2.47,2727599,181699897800
000995,DB하이텍1우,115000,114500,-500,-0.43,1652,192480500
139130,DGB금융지주,7010,7080,70,1.0,306734,2157038750
001530,DI동일,184000,185500,1500,0.82,12718,2354668500
000210,DL,86000,86300,300,0.35,406271,34530555400
000215,DL우,43950,43750,-200,-0.46,16256,708396450
375500,DL이앤씨,114500,115500,1000,0.87,224152,25869485500
37550K,DL이앤씨우,73700,73700,0,0.0,11745,867340100
004840,DRB동일,7030,7010,-20,-0.28,55849,391798030
155660,DSR,5550,5720,170,3.06,142775,799868780
069730,DSR제강,4725,4790,65,1.38,79307,374691650
017940,E1,41750,41650,-100,-0.24,13856,576891350
365550,ESR켄달스퀘어리츠,6040,6040,0,0.0,1592801,9654970730
007700,FF,125000,122500,-2500,-2.0,123233,14930375500
114090,GKL,15450,15550,100,0.65,345542,5342814050
078930,GS,39950,40200,250,0.63,340418,13629459700
006360,GS건설,40000,40000,0,0.0,545738,21746187350
001250,GS글로벌,2365,2340,-25,-1.06,891676,2090169565
007070,GS리테일,35550,35700,150,0.42,226500,8056820650
078935,GS우,31100,31200,100,0.32,10887,339142100
012630,HDC,11500,11500,0,0.0,293125,3361655950
039570,HDC아이콘트롤스,10550,10500,-50,-0.47,31072,324521450
089470,HDC현대EP,6420,6400,-20,-0.31,239807,1533967680
294870,HDC현대산업개발,29450,29100,-350,-1.19,568101,16649595850
011200,HMM,15350,15100,-250,-1.63,5382177,81718649700
082740,HSD엔진,7480,7340,-140,-1.87,348741,2569257380
003560,IHQ,1845,1970,125,6.78,16484404,32315288920
175330,JB금융지주,5860,5850,-10,-0.17,296417,1724395800
234080,JW생명과학,21800,22950,1150,5.28,445884,10089378150
001060,JW중외제약,31250,31200,-50,-0.16,68569,2129406700
001067,JW중외제약2우B,57900,58000,100,0.17,566,32800600
001065,JW중외제약우,33300,33100,-200,-0.6,1049,34849000
096760,JW홀딩스,5180,5200,20,0.39,118745,615947080
105560,KB금융,45300,45050,-250,-0.55,1401397,62895062150
002380,KCC,216000,215000,-1000,-0.46,29945,6449569000
009070,KCTC,6150,7990,1840,29.92,5346727,41009433490
009440,KC그린홀딩스,4930,5000,70,1.42,178684,891411120
119650,KC코트렐,10250,10300,50,0.49,321698,3328795900
092220,KEC,3080,2940,-140,-4.55,7801462,23381541650
016380,KG동부제철,11300,11300,0,0.0,139345,1566931550
016385,KG동부제철우,112000,112000,0,0.0,41,4576000
001390,KG케미칼,22650,23300,650,2.87,156867,3611096400
001940,KISCO홀딩스,14500,14550,50,0.34,51826,749133750
025000,KPX케미칼,64800,64800,0,0.0,26995,1728808700
092230,KPX홀딩스,60900,60000,-900,-1.48,10415,626775100
000040,KR모터스,1260,1280,20,1.59,23439969,31017914660
044450,KSS해운,11250,11200,-50,-0.44,126959,1423248150
030200,KT,24700,26550,1850,7.49,8410853,218512893200
033780,KTG,80100,80100,0,0.0,625627,50015387300
030210,KTB투자증권,4360,4835,475,10.89,4938921,23485954430
058850,KTcs,2590,2565,-25,-0.97,4137313,10636334270
058860,KTis,2775,2885,110,3.96,761449,2162310110
093050,LF,15100,15500,400,2.65,327972,5059829850
003550,LG,109500,111500,2000,1.83,434814,48513431500
034220,LG디스플레이,24850,24900,50,0.2,4096120,101820717650
001120,LG상사,27300,27150,-150,-0.55,152605,4134738900
051900,LG생활건강,1680000,1627000,-53000,-3.15,45309,74253146500
051905,LG생활건강우,738000,730000,-8000,-1.08,5232,3818216000
003555,LG우,75000,74900,-100,-0.13,25278,1900858000
032640,LG유플러스,12450,12650,200,1.61,4545290,57109807100
011070,LG이노텍,211000,211000,0,0.0,161047,33881896000
066570,LG전자,165000,172500,7500,4.55,3199701,546283326000
066575,LG전자우,81700,82900,1200,1.47,444996,36771711600
108670,LG하우시스,79700,78600,-1100,-1.38,100023,7861911000
108675,LG하우시스우,37050,36600,-450,-1.21,19244,697359050
037560,LG헬로비전,4835,4815,-20,-0.41,561351,2698129365
051910,LG화학,990000,978000,-12000,-1.21,214557,210192181000
051915,LG화학우,478500,469000,-9500,-1.99,35422,16665645000
079550,LIG넥스원,42750,41600,-1150,-2.69,202821,8494919650
006260,LS,69900,72000,2100,3.0,330389,23732777400
010120,LSELECTRIC,62100,62500,400,0.64,114919,7177164500
