티커,종목명,시가,종가,변동폭,등락률,거래량,거래대금
095570,AJ네트웍스,6010,6060,50,0.83,98516,595442140
006840,AK홀딩스,27650,27400,-250,-0.9,16052,439843600
027410,BGF,6410,6390,-20,-0.31,191837,1234828940
282330,BGF리테일,178000,179500,1500,0.84,9000,1601969000
138930,BNK금융지주,7880,7850,-30,-0.38,789637,6170159510
001460,BYC,428500,417500,-11000,-2.57,680,287373500
001465,BYC우,169500,169000,-500,-0.29,368,61875000
001040,CJ,104000,105000,1000,0.96,74391,7799696000
079160,CJCGV,31050,30900,-150,-0.48,254391,7878272300
00104K,CJ4우전환,86200,86500,300,0.35,4392,379522600
000120,CJ대한통운,171000,171500,500,0.29,18436,3150228000
011150,CJ씨푸드,4265,4280,15,0.35,87537,373252795
011155,CJ씨푸드1우,38700,39050,350,0.9,266,10342300
001045,CJ우,63100,63500,400,0.63,1429,90370900
097950,CJ제일제당,444500,442000,-2500,-0.56,19461,8594460500
097955,CJ제일제당우,202000,201500,-500,-0.25,2044,411392000
000590,CS홀딩스,65500,65100,-400,-0.61,1040,67632200
012030,DB,1085,1095,10,0.92,1232020,1341076270
016610,DB금융투자,6860,6880,20,0.29,71770,492202940
005830,DB손해보험,60000,60400,400,0.67,49209,2960992800
000990,DB하이텍,61500,61700,200,0.33,750028,46686805200
000995,DB하이텍1우,115000,114000,-1000,-0.87,403,46336000
139130,DGB금융지주,9200,9200,0,0.0,133327,1222754280
001530,DI동일,334500,345500,11000,3.29,29455,10162047500
000210,DL,72100,72400,300,0.42,44623,3229184300
001880,DL건설,32550,33500,950,2.92,63321,2120484500
000215,DL우,43600,43600,0,0.0,1111,48519800
375500,DL이앤씨,140000,144000,4000,2.86,204684,29274172500
37550K,DL이앤씨우,78800,78900,100,0.13,8110,638800300
004840,DRB동일,6550,6560,10,0.15,16329,106644750
155660,DSR,7540,7310,-230,-3.05,844454,6403926910
069730,DSR제강,8040,8050,10,0.12,3036015,25515597980
017940,E1,55000,56300,1300,2.36,17510,972574200
365550,ESR켄달스퀘어리츠,6630,6640,10,0.15,220995,1465514190
383220,FF,741000,728000,-13000,-1.75,32149,23227651000
007700,FF홀딩스,41350,39300,-2050,-4.96,384992,15373732650
114090,GKL,15950,15850,-100,-0.63,224734,3549548550
078930,GS,41950,41950,0,0.0,120471,5042592250
006360,GS건설,45250,45400,150,0.33,689670,31412686200
001250,GS글로벌,2810,2850,40,1.42,383606,1083920805
007070,GS리테일,34300,34400,100,0.29,262814,8997978050
078935,GS우,36200,36200,0,0.0,2278,82609850
012630,HDC,11550,11650,100,0.87,175124,2033314900
039570,HDC아이콘트롤스,12550,12350,-200,-1.59,17372,216463950
089470,HDC현대EP,5790,5820,30,0.52,159206,922428010
294870,HDC현대산업개발,29550,29550,0,0.0,238499,7061840100
011200,HMM,39300,38650,-650,-1.65,3891472,151333997050
082740,HSD엔진,7780,7760,-20,-0.26,325747,2570461360
003560,IHQ,1660,1660,0,0.0,848366,1391810890
175330,JB금융지주,8190,8250,60,0.73,305791,2498627220
234080,JW생명과학,17650,17950,300,1.7,28286,504117300
001060,JW중외제약,27650,27600,-50,-0.18,126458,3484283800
001067,JW중외제약2우B,63800,64000,200,0.31,709,44821600
001065,JW중외제약우,39950,40550,600,1.5,966,39025200
096760,JW홀딩스,4095,4100,5,0.12,42135,172527145
105560,KB금융,52900,51800,-1100,-2.08,1528452,79273605800
002380,KCC,385000,442500,57500,14.94,290752,125053497500
344820,KCC글라스,77500,77700,200,0.26,110797,8589192200
009070,KCTC,7060,6950,-110,-1.56,146168,1022838530
009440,KC그린홀딩스,6110,6220,110,1.8,255524,1587286510
119650,KC코트렐,8200,8370,170,2.07,288076,2401800490
092220,KEC,2270,2230,-40,-1.76,903893,2021864795
016380,KG동부제철,15300,15050,-250,-1.63,244240,3704354700
016385,KG동부제철우,121000,119000,-2000,-1.65,145,17213000
001390,KG케미칼,34850,35200,350,1.0,110475,3896529950
033180,KH필룩스,3375,3470,95,2.81,2173903,7425118290
001940,KISCO홀딩스,22850,22650,-200,-0.88,15605,350406700
025000,KPX케미칼,60400,61000,600,0.99,3180,192154300
092230,KPX홀딩스,66800,66400,-400,-0.6,3878,256282100
000040,KR모터스,1125,1120,-5,-0.44,351201,391703345
044450,KSS해운,11250,11350,100,0.89,39816,449708250
030200,KT,32900,32600,-300,-0.91,615251,20057553800
033780,KTG,81900,81800,-100,-0.12,242279,19790289400
030210,KTB투자증권,7280,7240,-40,-0.55,193455,1399823460
058850,KTcs,2910,2940,30,1.03,130358,381273385
058860,KTis,2720,2720,0,0.0,115166,311129630
093050,LF,18750,18500,-250,-1.33,55277,1023211800
003550,LG,96400,95300,-1100,-1.14,146255,13959348700
034220,LG디스플레이,20950,20500,-450,-2.15,2951232,60656453350
051900,LG생활건강,1444000,1433000,-11000,-0.76,28689,41088794045
051905,LG생활건강우,686000,689000,3000,0.44,1560,1072257000
003555,LG우,70800,70500,-300,-0.42,4267,299426800
032640,LG유플러스,14400,14300,-100,-0.69,773027,11102466650
011070,LG이노텍,225500,226500,1000,0.44,371944,83776805000
066570,LG전자,153500,148000,-5500,-3.58,1611682,239644223500
066575,LG전자우,73700,72500,-1200,-1.63,68830,4968330400
037560,LG헬로비전,7720,7810,90,1.17,982109,7730577630
051910,LG화학,725000,750000,25000,3.45,545952,406877836000
051915,LG화학우,338000,346500,8500,2.51,23629,8141985000
079550,LIG넥스원,51200,51700,500,0.98,114048,5883635400
006260,LS,66900,69000,2100,3.14,136813,9328538600
010120,LSELECTRIC,67600,68500,900,1.33,84710,5773617600
000680,LS네트웍스,4015,4000,-15,-0.37,205085,830035475
229640,LS전선아시아,8620,8580,-40,-0.46,119549,1021721290
001120,LX인터내셔널,27700,27950,250,0.9,59482,1666499300
108670,LX하우시스,88400,89200,800,0.9,44091,3941372900
108675,LX하우시스우,40750,40800,50,0.12,11529,501845200
383800,LX홀딩스,9980,9930,-50,-0.5,207270,2064303510
38380K,LX홀딩스1우,15300,15350,50,0.33,7854,119965600
023150,MH에탄올,9870,9840,-30,-0.3,36337,355427200
035420,NAVER,452500,454000,1500,0.33,368743,166094277000
181710,NHN,70600,70800,200,0.28,25308,1794904600
005940,NH투자증권,13300,13300,0,0.0,284665,3760039200
005945,NH투자증권우,12000,12000,0,0.0,83990,1009009100
338100,NH프라임리츠,4805,4800,-5,-0.1,45127,216854190
034310,NICE,18350,18350,0,0.0,15812,288685900
008260,NI스틸,4635,4555,-80,-1.73,127257,583780395
004250,NPC,5840,5980,140,2.4,1637269,9789330270
004255,NPC우,3160,3210,50,1.58,23970,76529885
010060,OCI,128500,139000,10500,8.17,1180052,160562160500
178920,PI첨단소재,60500,60700,200,0.33,119288,7173721100
005490,POSCO,348000,349000,1000,0.29,273592,95486619000
010950,S-Oil,92700,92300,-400,-0.43,119604,11036645800
010955,S-Oil우,55200,54800,-400,-0.72,6689,364890600
034120,SBS,51200,51400,200,0.39,103192,5246198600
101060,SBS미디어홀딩스,2180,2160,-20,-0.92,252700,542106810
005090,SGC에너지,48000,47550,-450,-0.94,32280,1528548300
001380,SG글로벌,2750,2725,-25,-0.91,215515,585566950
004060,SG세계물산,774,784,10,1.29,861785,674571647
001770,SHD,31500,30100,-1400,-4.44,12742,386071850
002360,SH에너지화학,1060,1050,-10,-0.94,383957,400464595
009160,SIMPAC,8410,8290,-120,-1.43,1465802,12281730160
123700,SJM,4730,4720,-10,-0.21,30012,141900020
025530,SJM홀딩스,4045,4025,-20,-0.49,13584,54844230
034730,SK,265000,268000,3000,1.13,152000,40633378500
011790,SKC,150500,151000,500,0.33,256545,38843951000
018670,SK가스,117500,126500,9000,7.66,63824,7904408000
001740,SK네트웍스,5500,5630,130,2.36,718314,4001835030
001745,SK네트웍스우,108000,106500,-1500,-1.39,133,14188500
006120,SK디스커버리,48200,47900,-300,-0.62,71561,3423241750
006125,SK디스커버리우,40800,40350,-450,-1.1,13825,557530750
210980,SK디앤디,38000,37900,-100,-0.26,64527,2444625500
068400,SK렌터카,13000,13000,0,0.0,136473,1754718900
302440,SK바이오사이언스,335000,308000,-27000,-8.06,1579044,503058516000
326030,SK바이오팜,125000,121500,-3500,-2.8,180646,22082792000
361610,SK아이이테크놀로지,209000,208000,-1000,-0.48,138573,28873000500
03473K,SK우,246000,250000,4000,1.63,3057,759564500
096770,SK이노베이션,250000,250000,0,0.0,211726,53016415000
096775,SK이노베이션우,157500,159000,1500,0.95,3763,596436500
001510,SK증권,959,946,-13,-1.36,1758564,1672398781
001515,SK증권우,4285,4280,-5,-0.12,6244,26655625
285130,SK케미칼,278000,272000,-6000,-2.16,108505,29793558000
28513K,SK케미칼우,140500,136500,-4000,-2.85,28945,3986910000
017670,SK텔레콤,305500,306000,500,0.16,275215,84100971000
000660,SK하이닉스,107000,106000,-1000,-0.93,1888595,200100469000
064960,SNT모티브,55100,56300,1200,2.18,36948,2067808600
100840,SNT에너지,21900,21800,-100,-0.46,27992,612248950
003570,SNT중공업,10250,10250,0,0.0,29111,299493400
036530,SNT홀딩스,18750,18850,100,0.53,4611,86639050
005610,SPC삼립,81600,81300,-300,-0.37,5323,431627800
011810,STX,4930,4885,-45,-0.91,217826,1061273150
077970,STX엔진,11200,11250,50,0.45,23033,258092100
071970,STX중공업,5730,5900,170,2.97,254623,1484801220
002820,SUNL,5850,5840,-10,-0.17,8243,47926210
084870,TBH글로벌,2950,2940,-10,-0.34,176354,521494085
002710,TCC스틸,8840,8860,20,0.23,704514,6210064300
002900,TYM,2275,2270,-5,-0.22,2062901,4671427665
024070,WISCOM,4335,4420,85,1.96,346656,1557496465
037270,YGPLUS,7640,7570,-70,-0.92,1071043,8113261880
000500,가온전선,31200,31100,-100,-0.32,8431,260469100
000860,강남제비스코,27400,27850,450,1.64,32112,882348800
035250,강원랜드,28350,28150,-200,-0.71,887456,24905902150
011420,갤럭시아에스엠,2480,2400,-80,-3.23,507998,1218972325
002100,경농,14550,14550,0,0.0,90059,1305651450
009450,경동나비엔,69400,68600,-800,-1.15,102340,6974836500
267290,경동도시가스,22900,22600,-300,-1.31,15125,339427300
012320,경동인베스트,37100,37100,0,0.0,1896,70075350
000050,경방,14000,13950,-50,-0.36,10348,144327800
214390,경보제약,12100,12250,150,1.24,64929,785664200
012610,경인양행,7120,7090,-30,-0.42,199878,1417404330
009140,경인전자,29350,29450,100,0.34,7916,231810050
013580,계룡건설,42600,42400,-200,-0.47,132789,5588407800
012200,계양전기,4830,4805,-25,-0.52,277759,1325029600
012205,계양전기우,7940,7910,-30,-0.38,3276,25959450
002140,고려산업,3725,3745,20,0.54,60676,225103250
010130,고려아연,517000,518000,1000,0.19,23387,12145936000
002240,고려제강,28200,27950,-250,-0.89,72935,2037056350
009290,광동제약,8420,8380,-40,-0.48,78575,656964380
017040,광명전기,3100,3115,15,0.48,715221,2217979800
017900,광전자,2920,2870,-50,-1.71,149596,430054380
037710,광주신세계,211000,232500,21500,10.19,33605,7640809000
030610,교보증권,8590,8570,-20,-0.23,62000,529812030
339770,교촌에프앤비,20500,20500,0,0.0,112306,2283593050
007690,국도화학,73000,75000,2000,2.74,129889,9728201600
005320,국동,2550,2485,-65,-2.55,650246,1627196270
001140,국보,1485,1420,-65,-4.38,1523238,2181766270
002720,국제약품,8110,8470,360,4.44,1355728,11295677630
083420,그린케미칼,11500,11800,300,2.61,281767,3326146200
014530,극동유화,4310,4330,20,0.46,77134,332082325
014280,금강공업,8670,8650,-20,-0.23,92312,799440590
014285,금강공업우,14900,14550,-350,-2.35,12735,186890150
008870,금비,76000,75900,-100,-0.13,1309,98676400
001570,금양,5730,5510,-220,-3.84,1006385,5533110360
002990,금호건설,13050,13200,150,1.15,197965,2614541800
002995,금호건설우,33650,35300,1650,4.9,1613,55131050
011780,금호석유,192000,200000,8000,4.17,460486,91266043000
