티커,종목명,시가,종가,변동폭,등락률,거래량,거래대금
095570,AJ네트웍스,4215,4310,95,2.25,1047146,4456794285
006840,AK홀딩스,18100,18250,150,0.83,43337,796825400
027410,BGF,4275,4360,85,1.99,273651,1195370220
282330,BGF리테일,130000,130000,0,0.0,63139,8192470500
138930,BNK금융지주,5860,5910,50,0.85,992420,5840505520
001460,BYC,250500,247000,-3500,-1.4,1385,343620500
001465,BYC우,126500,127000,500,0.4,77,9752500
001040,CJ,79300,79500,200,0.25,63897,5076396500
079160,CJCGV,20650,20750,100,0.48,193167,4003959450
00104K,CJ4우전환,59400,59300,-100,-0.17,15823,938833200
000120,CJ대한통운,160000,162000,2000,1.25,102846,16611333000
011150,CJ씨푸드,4830,4850,20,0.41,1639298,7942073655
011155,CJ씨푸드1우,45000,45400,400,0.89,1563,71254900
001045,CJ우,48500,48500,0,0.0,7542,365673200
097950,CJ제일제당,389000,395000,6000,1.54,51902,20452017500
097955,CJ제일제당우,164000,165500,1500,0.91,7368,1219939000
000590,CS홀딩스,57000,57300,300,0.53,4754,272200500
012030,DB,690,694,4,0.58,383080,265010237
016610,DB금융투자,3985,4030,45,1.13,79331,318735740
005830,DB손해보험,45500,46000,500,1.1,141171,6486268100
000990,DB하이텍,34950,35000,50,0.14,481372,16874493500
000995,DB하이텍1우,117500,118500,1000,0.85,1894,225031000
139130,DGB금융지주,6920,6940,20,0.29,697563,4822877800
001530,DI동일,85700,88200,2500,2.92,11726,1031251000
004840,DRB동일,6740,6650,-90,-1.34,180937,1211968900
155660,DSR,5760,6120,360,6.25,404944,2420436780
069730,DSR제강,4660,4750,90,1.93,71423,337513895
017940,E1,47800,47900,100,0.21,11093,530991250
007700,FF,90300,92400,2100,2.33,167743,15515575600
114090,GKL,12250,12450,200,1.63,277259,3419632900
078930,GS,34000,34500,500,1.47,295074,10135155350
006360,GS건설,28150,29550,1400,4.97,916458,26712437600
001250,GS글로벌,1740,1795,55,3.16,454348,804716935
007070,GS리테일,32850,33400,550,1.67,395112,13153316100
078935,GS우,29400,29500,100,0.34,7600,224035000
012630,HDC,10100,10350,250,2.48,283452,2930852750
039570,HDC아이콘트롤스,9450,9860,410,4.34,282733,2764333720
089470,HDC현대EP,5930,6050,120,2.02,166590,1004962160
294870,HDC현대산업개발,20000,20550,550,2.75,531845,10901168500
011200,HMM,10250,11900,1650,16.1,28455967,332620488100
082740,HSD엔진,4695,5010,315,6.71,578421,2862292210
003560,IHQ,1425,1580,155,10.88,10202045,15768825265
175330,JB금융지주,5450,5420,-30,-0.55,270226,1468457490
234080,JW생명과학,18600,18800,200,1.08,73047,1371164500
001060,JW중외제약,31650,32200,550,1.74,91351,2944884550
001067,JW중외제약2우B,62700,62400,-300,-0.48,1308,81606600
001065,JW중외제약우,49600,48850,-750,-1.51,2394,117725500
096760,JW홀딩스,5670,5710,40,0.71,241151,1375553390
105560,KB금융,42650,42950,300,0.7,1350713,58408517300
002380,KCC,161500,163000,1500,0.93,39725,6489772000
009070,KCTC,2460,2790,330,13.41,3224216,9015984100
009440,KC그린홀딩스,5090,5290,200,3.93,5098554,27408557490
119650,KC코트렐,10650,11750,1100,10.33,18447055,219051660650
092220,KEC,2145,2355,210,9.79,53319801,124042324725
016380,KG동부제철,8370,8450,80,0.96,225430,1940293100
016385,KG동부제철우,129000,132000,3000,2.33,570,74714500
001390,KG케미칼,19750,20300,550,2.78,128874,2604407400
001940,KISCO홀딩스,12300,12300,0,0.0,8650,105702450
025000,KPX케미칼,50000,50600,600,1.2,11746,588840100
092230,KPX홀딩스,47300,48800,1500,3.17,48850,2358958900
000040,KR모터스,969,976,7,0.72,1548823,1492899394
044450,KSS해운,9660,10250,590,6.11,2023251,21286998120
030200,KT,22900,23100,200,0.87,1260321,29297112800
033780,KTG,82900,83300,400,0.48,420684,35033304700
030210,KTB투자증권,2585,2660,75,2.9,153934,408573735
058850,KTcs,2140,2230,90,4.21,4547552,10051410705
058860,KTis,2540,2610,70,2.76,976568,2539212875
093050,LF,15100,15150,50,0.33,77415,1179137350
003550,LG,73300,72900,-400,-0.55,314863,23113460768
034220,LG디스플레이,14950,15200,250,1.67,1437537,21832205200
001120,LG상사,16650,16950,300,1.8,457445,7775425850
051900,LG생활건강,1526000,1527000,1000,0.07,21957,33505719000
051905,LG생활건강우,703000,703000,0,0.0,4267,2999734000
003555,LG우,53300,53500,200,0.38,19222,1028724400
032640,LG유플러스,11850,11800,-50,-0.42,1820628,21482112750
011070,LG이노텍,152500,153500,1000,0.66,96829,14933985000
066570,LG전자,87100,87300,200,0.23,586050,51226219100
066575,LG전자우,33300,33300,0,0.0,43985,1468003700
108670,LG하우시스,64800,65600,800,1.23,40786,2701799400
108675,LG하우시스우,27150,27550,400,1.47,2384,65721050
037560,LG헬로비전,3835,3865,30,0.78,155832,601731610
051910,LG화학,720000,734000,14000,1.94,601476,441893648000
051915,LG화학우,348000,358000,10000,2.87,74992,26724645500
079550,LIG넥스원,29550,29250,-300,-1.02,95956,2820837750
006260,LS,55800,59600,3800,6.81,583900,34977688200
010120,LSELECTRIC,51400,54100,2700,5.25,262233,14060151300
000680,LS네트웍스,2135,2165,30,1.41,20165,43377105
229640,LS전선아시아,7450,7590,140,1.88,435748,3337202680
023150,MH에탄올,7820,7950,130,1.66,37078,293572100
035420,NAVER,301000,298000,-3000,-1.0,678531,203474346000
181710,NHN,71600,71900,300,0.42,40566,2916260400
005940,NH투자증권,9970,10200,230,2.31,1402230,14349599200
005945,NH투자증권우,8410,8610,200,2.38,225896,1928842620
338100,NH프라임리츠,4440,4425,-15,-0.34,74969,332574640
034310,NICE,18250,18300,50,0.27,69885,1283937650
008260,NI스틸,2250,2305,55,2.44,273373,626790620
004250,NPC,3020,3060,40,1.32,47351,143754600
004255,NPC우,2235,2245,10,0.45,1864,4189205
010060,OCI,65100,69100,4000,6.14,873547,59693666800
005490,POSCO,228000,234000,6000,2.63,346313,80119508500
100840,STC,15350,15350,0,0.0,7129,108951100
064960,ST모티브,54300,54600,300,0.55,35783,1962927300
003570,ST중공업,5330,5400,70,1.31,63580,340872510
036530,ST홀딩스,14550,14600,50,0.34,5282,76584900
010950,S-Oil,57100,57900,800,1.4,363728,20991486000
010955,S-Oil우,31850,32100,250,0.78,15955,512467050
034120,SBS,15900,16100,200,1.26,58364,939741100
101060,SBS미디어홀딩스,1680,1685,5,0.3,55160,93217170
004060,SG세계물산,584,584,0,0.0,724403,423909809
001380,SG충방,1980,1975,-5,-0.25,992007,1971239150
002360,SH에너지화학,810,819,9,1.11,617725,503257500
009160,SIMPAC,2325,2325,0,0.0,81898,189758470
123700,SJM,3015,2985,-30,-1.0,32810,97990945
025530,SJM홀딩스,2815,2800,-15,-0.53,8878,25078850
034730,SK,190500,193500,3000,1.57,197123,38046269500
011790,SKC,83600,85200,1600,1.91,319102,27274725100
018670,SK가스,108500,115000,6500,5.99,41451,4635359500
001740,SK네트웍스,4600,4645,45,0.98,507606,2370956875
001745,SK네트웍스우,118500,119000,500,0.42,668,79267000
006120,SK디스커버리,68200,72300,4100,6.01,381896,27355464100
006125,SK디스커버리우,57500,59400,1900,3.3,89142,5327416200
210980,SK디앤디,42350,45800,3450,8.15,264982,11932228400
068400,SK렌터카,8590,8600,10,0.12,76354,656950910
326030,SK바이오팜,168500,169000,500,0.3,340747,57894781500
03473K,SK우,194500,197000,2500,1.29,3964,779269500
096770,SK이노베이션,141500,157000,15500,10.95,2099423,321954722500
096775,SK이노베이션우,118500,130000,11500,9.7,114793,14651643000
