티커,종목명,시가,종가,변동폭,등락률,거래량,거래대금
095570,AJ네트웍스,1970,2160,190,9.64,208892,441624180
006840,AK홀딩스,14800,15200,400,2.7,114082,1749017100
027410,BGF,2720,2935,215,7.9,430065,1213280790
282330,BGF리테일,116000,122000,6000,5.17,59289,6985045500
138930,BNK금융지주,3650,3830,180,4.93,2078158,7805091240
001460,BYC,135500,144000,8500,6.27,1131,161563500
001465,BYC우,83100,84700,1600,1.93,643,53644000
001040,CJ,53100,59900,6800,12.81,129160,7282804700
079160,CJCGV,14150,15050,900,6.36,236952,3486088950
00104K,CJ4우전환,33800,38000,4200,12.43,65069,2294973650
000120,CJ대한통운,132000,132000,0,0.0,99427,13129750500
011150,CJ씨푸드,2230,2315,85,3.81,4149206,9645956445
011155,CJ씨푸드1우,25500,27000,1500,5.88,16821,457354850
001045,CJ우,27050,28600,1550,5.73,9967,280699950
097950,CJ제일제당,172500,191000,18500,10.72,97920,18470028500
097955,CJ제일제당우,70900,75800,4900,6.91,12385,919184800
000590,CS홀딩스,35350,37200,1850,5.23,1274,46068600
012030,DB,476,515,39,8.19,675511,335628124
016610,DB금융투자,2355,2600,245,10.4,127503,317487250
005830,DB손해보험,28250,28800,550,1.95,621152,17886006950
000990,DB하이텍,17750,20600,2850,16.06,2189418,43266048400
000995,DB하이텍1우,29850,34300,4450,14.91,2590,86304150
139130,DGB금융지주,3420,3615,195,5.7,1110315,3970668275
001530,DI동일,42400,44600,2200,5.19,9977,440178450
004840,DRB동일,3030,3130,100,3.3,177927,542092180
155660,DSR,2160,2255,95,4.4,72868,163409185
069730,DSR제강,2235,2365,130,5.82,130761,303829370
017940,E1,22400,23650,1250,5.58,48107,1098153500
007700,FF,80100,89600,9500,11.86,149321,12705095500
114090,GKL,10900,11650,750,6.88,515416,5731426000
078930,GS,32600,34900,2300,7.06,366497,12328237450
006360,GS건설,15900,17350,1450,9.12,781275,13163660850
001250,GS글로벌,993,1030,37,3.73,931846,944124043
007070,GS리테일,25950,27150,1200,4.62,168773,4515306050
078935,GS우,24450,24550,100,0.41,16400,399904000
012630,HDC,6880,7420,540,7.85,366455,2633289450
039570,HDC아이콘트롤스,5150,5520,370,7.18,65894,353086240
089470,HDC현대EP,2055,2220,165,8.03,73549,158716485
294870,HDC현대산업개발,14000,14250,250,1.79,798909,11226905150
082740,HSD엔진,1895,2000,105,5.54,453738,880770655
003560,IHQ,970,1030,60,6.19,1372099,1394777666
175330,JB금융지주,3480,3620,140,4.02,521168,1871241385
234080,JW생명과학,11000,12100,1100,10.0,524029,6360876850
001060,JW중외제약,19650,25500,5850,29.77,1248080,29005558750
001067,JW중외제약2우B,30350,39450,9100,29.98,13246,503485800
001065,JW중외제약우,17250,22400,5150,29.86,37855,791390200
096760,JW홀딩스,3700,4460,760,20.54,1326819,5613666450
105560,KB금융,27650,29150,1500,5.42,2766834,79932326800
002380,KCC,107000,114000,7000,6.54,78792,8769890500
009070,KCTC,1605,1695,90,5.61,110276,183680675
009440,KC그린홀딩스,2320,2415,95,4.09,65161,154713705
119650,KC코트렐,2685,2845,160,5.96,182645,516920225
092220,KEC,481,513,32,6.65,1299745,658911344
001390,KG케미칼,8300,9030,730,8.8,114359,1005471010
001940,KISCO홀딩스,8030,8170,140,1.74,14103,114000580
025000,KPX케미칼,36450,36700,250,0.69,12113,445203000
092230,KPX홀딩스,35800,35850,50,0.14,1736,62288750
000040,KR모터스,457,487,30,6.56,412366,196486786
044450,KSS해운,5640,5880,240,4.26,95048,545890330
030200,KT,17650,18450,800,4.53,1619980,29277563600
033780,KTG,63600,67700,4100,6.45,705417,46164594100
030210,KTB투자증권,1505,1660,155,10.3,400155,641391035
